"Time","x"
1.423483889E3,1.003891525E3
1.424484466E3,1.003890381E3
1.425485045E3,1.003890381E3
1.426485622E3,1.003891525E3
1.427486195E3,1.003895416E3
1.428486775E3,1.003895569E3
1.429487349E3,1.003899536E3
1.430487928E3,1.003899536E3
1.431488510E3,1.003896713E3
1.432489083E3,1.003891220E3
1.433489657E3,1.003885498E3
1.434490366E3,1.003877945E3
1.435490806E3,1.003872452E3
1.436491386E3,1.003870010E3
1.437491958E3,1.003870010E3
1.438492532E3,1.003873672E3
1.439493112E3,1.003874130E3
1.440493690E3,1.003874130E3
1.441494269E3,1.003869019E3
1.442494842E3,1.003859634E3
1.443495424E3,1.003845978E3
1.444495998E3,1.003835678E3
1.445496575E3,1.003828659E3
1.446497155E3,1.003824692E3
1.447497725E3,1.003824692E3
1.448498306E3,1.003826828E3
1.449498878E3,1.003829193E3
1.450499455E3,1.003829956E3
1.451500034E3,1.003831253E3
1.452500609E3,1.003831558E3
1.453501190E3,1.003832855E3
1.454501764E3,1.003838730E3
1.455502346E3,1.003841629E3
1.456502919E3,1.003845901E3
1.457503496E3,1.003847580E3
1.458504072E3,1.003847580E3
1.459504647E3,1.003845901E3
1.460505222E3,1.003845749E3
1.461505799E3,1.003842850E3
1.462506379E3,1.003842850E3
1.463506952E3,1.003845901E3
1.464507531E3,1.003850632E3
1.465508110E3,1.003858719E3
1.466508688E3,1.003870544E3
1.467509261E3,1.003883972E3
1.468509838E3,1.003893814E3
1.469510415E3,1.003901291E3
1.470510991E3,1.003906479E3
1.471511569E3,1.003913193E3
1.472512152E3,1.003915710E3
1.473512722E3,1.003917770E3
1.474513299E3,1.003919678E3
1.475513875E3,1.003920746E3
1.476514451E3,1.003920746E3
1.477515359E3,1.003919907E3
1.478515604E3,1.003919907E3
1.479516177E3,1.003920975E3
1.480516759E3,1.003921204E3
1.481517334E3,1.003923264E3
1.482517912E3,1.003923264E3
1.483518487E3,1.003923645E3
1.484519065E3,1.003923874E3
1.485519644E3,1.003924026E3
1.486520214E3,1.003924026E3
1.487520792E3,1.003922882E3
1.488521370E3,1.003922501E3
1.489521947E3,1.003920670E3
