"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.777884359E2,1.782329564E0,-6.376416736E0,6.813041192E-1
5.780381302E2,-5.685075871E0,-6.975825337E0,-2.901842151E0
5.782878272E2,1.697102888E0,-3.304880201E0,-5.376959181E-1
5.785375252E2,2.815271784E0,1.915672978E0,3.764067893E0
5.787872223E2,4.660154861E0,1.175540022E0,4.824962143E0
5.790369200E2,2.713960002E0,-6.036821560E0,9.659360522E-1
5.792866180E2,-6.168303221E0,-6.930165600E0,-3.657289549E0
5.795363150E2,3.781362203E0,-5.507913423E0,-5.867634130E-1
5.797860130E2,7.367602819E-1,9.542615014E-1,2.807173390E0
5.800357136E2,5.903488671E0,2.030555563E0,6.731074923E0
5.802854116E2,4.209908731E0,-5.436085056E0,1.594977173E0
5.805351086E2,-5.319266458E0,-6.869464484E0,-3.292312780E0
5.807848066E2,1.627688252E0,-5.909727066E0,-2.548604836E0
5.810345000E2,1.256271944E0,-3.170401257E-1,2.189598659E0
5.812841980E2,6.248846862E0,1.497154425E0,7.392655799E0
5.815338950E2,4.009973717E0,-4.464217004E0,1.545244850E0
5.817835930E2,-7.040558692E0,-5.638728501E0,-5.569426131E0
5.820332900E2,1.601714920E0,-7.717761574E0,-2.606503381E0
5.822829880E2,2.062655607E0,-1.289254918E0,3.383532268E0
5.825326850E2,5.690605583E0,3.265859392E0,7.728606405E0
5.827823830E2,3.871705778E0,-3.462764379E0,2.405383136E0
5.830320794E2,-3.638197221E0,-7.267694369E0,-1.006691145E0
5.832817774E2,-2.927653515E0,-8.785652018E0,-2.993875571E0
5.835314744E2,3.806661351E0,-3.861219381E0,3.503925269E0
5.837811724E2,1.698933066E0,9.675563157E-1,5.771881295E0
5.840308734E2,3.827390900E0,3.124314088E0,3.816333815E0
5.842805714E2,3.781213099E-1,-5.416804447E0,-1.627721581E0
5.845302684E2,-4.964876073E0,-5.908203281E0,-3.516188634E0
5.847799654E2,3.499439870E0,-3.602329230E0,2.252597145E0
5.850296594E2,-1.934962943E0,1.507915056E-1,5.267445509E0
5.852793564E2,7.353698725E0,1.313153658E0,5.909942243E0
5.855290544E2,3.174904198E0,-4.564121361E0,1.091006241E0
5.857787514E2,-6.198915734E0,-5.847498658E0,-2.498960806E0
5.860284493E2,3.424609542E0,-6.953794198E0,-1.767239070E-1
5.862781472E2,6.432557023E-1,6.342755485E-1,3.405613693E0
5.865278442E2,5.581383103E0,6.259695786E-1,7.008940458E0
5.867775412E2,3.765808024E0,-6.194705154E0,1.391275967E0
5.870272385E2,-5.179398136E0,-6.231728554E0,-1.007850648E0
5.872769365E2,2.078830760E0,-1.060094935E1,-8.238726854E-1
5.875266335E2,2.241007379E0,-1.335930317E0,3.420255121E0
5.877763305E2,5.215150936E0,1.407707228E0,7.273747991E0
5.880260279E2,3.154277560E0,-1.494112118E0,1.787966280E0
5.882757249E2,-2.575851107E0,-6.365757846E0,-3.083464855E-1
5.885254219E2,-3.210639457E0,-8.147700325E0,-2.416430866E0
5.887751189E2,3.790139458E0,-5.888181245E-1,3.028090553E0
5.890248172E2,-4.430318356E-2,3.225885487E-1,4.743944292E0
5.892745142E2,2.782553104E0,1.450818164E0,2.754912146E0
5.895242113E2,-2.560203373E-2,-5.592085261E0,7.950412345E-1
5.897739083E2,-5.058749027E0,-6.280729975E0,-2.761437639E0
5.900236047E2,3.984626622E0,-3.791234642E0,1.988464966E0
5.902733027E2,2.515538832E0,2.062463234E0,4.153131098E0
5.905229997E2,4.211090453E0,2.137784142E0,4.288248557E0
5.907726968E2,7.081206197E-1,-6.920269772E0,9.462268424E-1
5.910223941E2,-3.489390260E0,-5.379804436E0,-6.238436480E0
5.912720911E2,5.032188635E0,-6.812077571E0,1.325756747E0
5.915217881E2,2.514852954E0,2.265185616E0,3.345632955E0
5.917714861E2,4.620593185E0,5.999804592E-1,5.210707637E0
5.920211825E2,4.548015205E0,-8.413696012E0,2.233709469E0
5.922708795E2,-2.642298281E0,-6.028963487E0,-6.192600156E0
5.925205765E2,2.285466684E0,-7.336652337E0,-2.014436544E0
5.927702735E2,4.464380726E0,-8.298333371E-1,4.441960162E0
5.930199708E2,4.757774127E0,5.181802511E-2,7.960233328E0
5.932696678E2,4.843101960E0,-6.624221735E0,2.248539762E0
5.935193648E2,-9.833280104E-1,-6.489348105E0,-4.377332057E0
5.937690618E2,4.487252694E-1,-5.671522610E0,-4.590291744E0
5.940187585E2,3.766197449E0,-4.886620447E0,2.558112409E0
5.942684555E2,2.501605502E0,6.538099265E-1,6.959207550E0
5.945181525E2,2.340662060E0,-1.097722353E0,5.406330914E0
5.947678495E2,-3.325978124E-1,-6.792002326E0,-1.868002383E0
5.950175475E2,-2.843995062E0,-5.419971299E0,-5.701808263E0
5.952672445E2,3.707678515E0,-5.267545497E0,1.170490952E0
5.955169415E2,2.985996448E0,1.197782831E0,5.916534394E0
5.957666385E2,3.911260437E0,-2.748857939E-1,5.687866162E0
5.960163349E2,7.308990330E-1,-7.513117797E0,-3.370276630E-1
5.962660319E2,-3.867364805E0,-6.161835031E0,-5.587350186E0
5.965157279E2,3.824177855E0,-5.995923210E0,5.319212079E-2
5.967654249E2,2.551906174E0,7.250781298E-1,5.331707579E0
5.970151220E2,4.646447818E0,-1.466731946E0,6.902947980E0
5.972648190E2,1.644208975E0,-7.218018179E0,9.962450945E-1
5.975145160E2,-4.073319528E0,-6.910859848E0,-4.446853697E0
5.977642130E2,2.748586628E0,-6.549911810E0,-9.887928182E-1
5.980139099E2,3.046939638E0,1.254601979E-1,4.415816091E0
5.982636059E2,5.555075895E0,1.050463986E-1,7.365470924E0
5.985133029E2,4.095007435E0,-8.426714838E0,1.418883011E0
5.987629999E2,-4.309936464E0,-6.786804736E0,-4.756431606E0
5.990126964E2,2.487483307E0,-7.096074497E0,-1.980622095E0
5.992623924E2,2.716962547E0,-6.578363192E-1,3.587652719E0
5.995120894E2,5.783934746E0,7.136877537E-2,8.709301414E0
5.997617864E2,5.754032085E0,-7.627088801E0,1.552080245E0
6.000114837E2,-3.235798856E0,-7.355710167E0,-3.586472751E0
6.002611797E2,1.759990861E0,-2.655861775E0,-2.350908721E0
6.005108767E2,2.823932680E0,-5.711562003E0,1.674723254E0
6.007605738E2,5.067019329E0,2.397014601E0,6.179480174E0
6.010102702E2,6.421477718E0,-5.964307900E0,5.204854574E0
6.012599672E2,-4.427339199E-1,-7.852634035E0,-4.895004185E0
6.015096642E2,8.270519628E-1,-2.511330006E0,-6.566923115E0
6.017593602E2,7.644240439E-2,-6.839685785E0,-2.548623548E0
6.020090572E2,6.392227607E0,-1.087024287E0,9.692035933E0
6.022587543E2,4.822767098E0,-4.106265664E-2,8.340635637E0
6.025084503E2,2.102390946E0,-7.938308024E0,2.140805984E-1
6.027581472E2,-1.908252861E0,-5.065445259E0,-7.359400345E0
6.030078442E2,5.264306724E0,-7.360212523E0,7.267258751E-1
6.032575402E2,1.616273317E0,-3.012532282E-1,5.210877206E0
6.035072372E2,3.959194157E0,-3.196321964E-1,9.529962809E0
6.037569332E2,3.847221732E0,-7.894640433E0,1.308344908E0
6.040066296E2,-3.276462733E0,-7.478280087E0,-4.940192637E0
6.042563256E2,2.573540872E0,-6.883155740E0,-3.659606801E0
6.045060226E2,4.358236805E0,-9.743683219E-1,5.355469494E0
6.047557186E2,7.520592878E0,1.735815548E0,8.617794828E0
6.050054154E2,5.006581339E0,-7.800758708E0,1.711729113E0
6.052551114E2,-4.927896527E0,-8.306879661E0,-1.516599340E0
6.055048084E2,5.622366822E-1,-8.101474577E0,-8.933270824E-1
6.057545044E2,6.384221599E0,-5.702368426E-1,3.854406205E0
6.060042021E2,7.607401811E0,1.548622202E0,8.909876114E0
6.062538981E2,5.006949713E0,-7.540143628E0,2.120024979E0
6.065035941E2,-4.738464866E0,-8.301268088E0,-1.559747699E0
6.067532911E2,7.549866378E-1,-8.182614634E0,-1.701090104E0
6.070029863E2,5.069988545E0,-6.083501637E-1,4.227865530E0
6.072526833E2,6.276431102E0,6.048582065E-1,9.165795879E0
6.075023793E2,5.243338609E0,-6.959757773E0,1.638122023E0
6.077520753E2,-3.327439928E0,-8.050023172E0,1.337351775E0
6.080017725E2,-6.457255661E-2,-8.643712027E0,-1.831560781E0
6.082514685E2,4.483750797E0,-9.960883892E-1,4.574629977E0
6.085011645E2,4.903215430E0,-7.825521666E-1,9.927595693E0
6.087508615E2,4.628916696E0,-6.315965881E0,1.764453456E0
6.090005574E2,-3.121533152E0,-8.165648353E0,8.672473311E-1
6.092502534E2,-1.878908025E0,-8.576863734E0,-1.343297224E0
6.094999494E2,4.511547875E0,-9.322426414E-1,3.709066644E0
6.097496464E2,4.281913683E0,8.789265597E-1,7.950979525E0
6.099993429E2,3.276565644E0,-2.264257663E0,3.016535286E0
6.102490389E2,-2.101217410E0,-7.178492171E0,7.431711692E-1
6.104987349E2,-3.698898920E0,-8.790433871E0,-1.357741016E0
6.107484319E2,4.483362542E0,-2.148893852E0,3.920181534E0
6.109981283E2,4.182715670E0,6.622965753E-2,7.382280500E0
6.112478243E2,3.594586932E0,-1.566380780E0,4.695999463E0
6.114975203E2,-9.851014709E-1,-7.348512830E0,3.755081892E-1
6.117472163E2,-3.765549577E0,-9.445507965E0,-2.822821124E0
6.119969123E2,5.039639742E0,-3.573877264E0,2.740503438E0
6.122466086E2,9.711102533E-1,4.514635205E-1,6.101728578E0
6.124963046E2,4.545100368E0,-1.798866659E-1,4.776658294E0
6.127460006E2,8.869957173E-1,-7.053265861E0,-2.985208243E-1
6.129956966E2,-5.283537047E0,-7.349484052E0,1.058764694E0
6.132453927E2,4.112006460E0,-6.292274133E0,2.710278010E-1
6.134950887E2,6.499770766E-1,-6.807223213E-1,4.562442040E0
6.137447847E2,3.041097685E0,-2.670759019E0,7.655180579E0
6.139944807E2,4.903882597E0,-7.134065611E0,-6.329552472E-2
6.142441774E2,-4.318496203E0,-7.413416923E0,-2.973706185E0
6.144938734E2,2.865907502E0,-1.142108567E1,-8.846848977E-1
6.147435694E2,-3.636500359E-2,-2.984327068E0,2.422997289E0
6.149932654E2,2.025698866E0,-5.088312550E0,7.628084582E0
6.152429614E2,3.130701587E0,-2.260613678E0,1.937857314E0
6.154926574E2,-2.071083784E0,-7.460635529E0,-1.788925808E0
6.157423534E2,-2.743762676E0,-9.451735250E0,-2.024042934E0
6.159920494E2,3.067729998E0,-2.778325567E0,4.452288684E0
6.162417447E2,1.280853054E0,6.897901833E-1,6.104115411E0
6.164914407E2,3.022149782E0,8.980837923E-1,1.627104700E0
6.167411367E2,-5.125692630E-1,-7.532557451E0,-1.281148923E0
6.169908317E2,-3.944572610E0,-6.558706023E0,-5.559218062E0
6.172405286E2,6.077649744E0,-6.771710733E0,2.264092187E0
6.174902246E2,6.158574039E-1,2.389823695E0,3.497596242E0
6.177399206E2,5.786571840E0,-1.075127542E-2,4.237340358E0
6.179896166E2,2.230792878E0,-9.007721667E0,-1.467007935E-2
6.182393118E2,-7.442545413E0,-6.645327845E0,-5.234419851E0
6.184890078E2,4.809492749E0,-9.649893295E0,-7.158693498E-1
6.187387038E2,1.927895998E0,5.628670120E-1,5.023558145E0
6.189883998E2,4.171652153E0,1.615221403E0,6.341802388E0
6.192380979E2,3.620631600E0,-5.422332405E0,1.113210458E-1
6.194877939E2,-5.640758069E0,-7.835387088E0,-1.934902716E0
6.197374899E2,8.158625847E-1,-1.004233327E1,-7.533143342E-1
6.199871849E2,2.581427597E0,-1.028651533E0,2.413207880E0
6.202368767E2,3.918301070E0,2.415940284E0,4.594070799E0
6.204865727E2,2.313977707E0,-5.635365182E-1,1.788205431E0
6.207362677E2,-1.493225681E0,-7.160378081E0,-1.485275221E0
6.209859637E2,-3.687050123E0,-7.101474985E0,-4.938658912E0
6.212356622E2,5.107519484E0,-4.362609937E0,3.384514600E0
6.214853582E2,2.108497778E0,2.745296400E0,4.733526893E0
6.217350542E2,6.469655267E0,-1.602031839E0,3.752226112E0
6.219847492E2,5.368263786E0,-1.304408796E1,8.523755229E-1
6.222344427E2,1.791183418E0,-2.937933505E0,-3.489717704E0
6.224841377E2,1.714042564E0,-2.323651925E0,-1.095834287E0
6.227338338E2,1.010184272E0,-8.462509153E0,-3.537844967E0
6.229835288E2,1.016042363E1,-3.909918501E0,2.705277472E0
6.232332243E2,2.818619315E0,1.642864115E0,2.708682890E0
6.234829193E2,-1.163762560E0,-4.927868460E0,-8.157006168E-1
6.237326152E2,-3.710657671E0,-8.196986505E0,-1.504618396E0
6.239823102E2,2.181534179E0,-3.037510418E0,1.182067269E0
6.242320082E2,5.220548501E0,2.628050956E0,3.511079922E0
6.244817042E2,5.178777162E0,9.265708423E-1,2.288810706E0
6.247313992E2,-1.379418399E0,-6.703815789E0,-8.105743629E-1
6.249810952E2,-4.297522241E0,-7.254645138E0,-3.160547529E0
6.252307867E2,4.271215618E0,-3.246357758E0,1.231511325E-1
6.254804817E2,3.297929615E0,1.873224531E0,3.338328613E0
6.257301777E2,3.580397494E0,3.010710289E0,3.197160455E0
6.259798728E2,4.747559041E-1,-5.987205597E0,-2.744934458E-1
6.262295682E2,-5.328723160E0,-6.875976529E0,-1.185753354E0
6.264792642E2,3.682789257E0,-4.654306476E0,-4.587596762E-1
6.267289592E2,4.089907494E0,2.572648003E0,2.246909559E0
6.269786542E2,6.552814953E0,5.340525180E-1,2.999425163E0
6.272283499E2,1.926998450E0,-6.225120615E0,1.247816870E0
6.274780449E2,-6.847856099E0,-7.157763791E0,-2.504340245E0
6.277277399E2,4.179403222E0,-7.492199383E0,-9.576868004E-1
6.279774349E2,3.942392768E0,1.849435135E0,1.208915344E0
6.282271305E2,7.464656074E0,9.803465152E-1,3.268255581E0
6.284768255E2,3.319955492E0,-7.520036223E0,1.107109473E0
6.287265205E2,-6.737472947E0,-7.150862322E0,-3.497160040E0
6.289762155E2,2.873833988E0,-7.751694721E0,-2.799591306E0
6.292259105E2,4.437255785E0,1.748832035E0,8.391421044E-1
6.294756065E2,5.758375397E0,1.749205087E0,4.599620976E0
6.297253015E2,2.513600480E0,-5.726673548E0,3.099761045E-1
6.299749965E2,-4.705988261E0,-7.015905077E0,-1.668069123E0
6.302246919E2,9.675457907E-1,-1.003525580E1,-2.133281786E0
6.304743869E2,4.185111274E0,3.157098842E-1,2.484166181E0
6.307240819E2,5.994339200E0,3.619177397E0,5.007885268E0
6.309737769E2,2.035338001E0,-2.141758495E0,2.327495885E-1
6.312234725E2,-3.045019997E0,-7.184045856E0,2.192109454E-1
6.314731675E2,-3.816392287E0,-7.096962104E0,-2.941396810E0
6.317228625E2,4.707222608E0,-2.942506027E0,2.293792534E0
6.319725575E2,1.457060652E0,7.134813470E-1,6.486019285E0
6.322222530E2,7.520702806E0,-7.041667324E-1,4.826491774E0
6.324719480E2,5.104501736E0,-1.138473704E1,-9.083643669E-1
6.327216430E2,2.376677400E0,-2.277592238E0,-4.597354596E0
6.329713380E2,2.166812352E0,-1.934945401E0,-1.605020351E0
6.332210333E2,1.440793113E0,-8.518868126E0,-5.474194869E0
6.334707283E2,5.905868488E0,3.609177782E0,8.106558146E0
6.337204233E2,2.811850578E0,-2.376977801E0,3.308401979E0
6.339701183E2,-2.364109980E0,-8.102198462E0,-3.358136641E0
6.342198128E2,1.609939496E1,-5.908362325E0,2.184537309E0
6.344695088E2,-7.456667608E0,1.229012108E1,5.908586859E0
6.347192038E2,1.370277330E1,-2.252961427E0,2.472734874E0
6.349688988E2,1.148707150E0,-1.344419889E1,-1.316001252E0
6.352185941E2,-8.698757715E0,1.031602974E1,5.607596755E-2
6.354682891E2,1.339525302E1,6.987399316E0,8.361622463E0
6.357179841E2,3.956226695E0,-1.691231581E1,-3.386827174E0
6.359676791E2,-3.445035036E0,1.436673516E1,3.034811928E0
6.362173746E2,1.411425940E1,6.139088777E0,1.099890617E1
6.364670626E2,5.126378508E0,-8.658335913E0,-3.768410035E0
6.367167576E2,-2.385585926E0,-7.979443771E-1,-3.571828984E0
6.369664526E2,-3.166201495E0,6.805415254E0,5.155555530E0
6.372161466E2,3.276523544E0,-1.877866753E1,-1.625806618E0
6.374658416E2,-5.259817817E0,1.109682598E1,2.086561364E0
6.377155366E2,2.264143408E1,1.137522011E1,1.049251742E1
6.379652316E2,-1.817165521E0,-2.046377427E1,1.729138613E-1
6.382149267E2,-6.191223722E0,6.375668877E0,5.716536230E-1
6.384646217E2,1.429577569E1,8.384347082E0,9.163062306E0
6.387143167E2,-3.359789064E0,-1.824650074E1,-3.126093396E0
6.389640117E2,-5.136316436E0,6.258264388E0,1.929943693E-1
6.392137072E2,1.096985370E1,8.888086465E0,8.018762788E0
6.394634022E2,-2.235718573E0,-1.782227589E1,-2.374367166E0
6.397130972E2,-8.244515013E0,5.661322727E0,-6.593226814E-1
6.399627922E2,1.648390202E1,9.304020549E0,9.317417690E0
6.402124872E2,-2.596663687E-1,-1.581478993E1,-1.448365257E0
6.404621822E2,-5.731030893E0,3.452350488E0,-6.377511334E-1
6.407118772E2,1.526066684E1,1.105635390E1,7.739472871E0
6.409615722E2,2.415109980E0,-1.403568452E1,-8.896117616E-1
6.412112668E2,-4.594368423E0,-4.487533361E-1,5.863944536E-1
6.414609608E2,1.133364640E1,8.958779302E0,4.714405328E0
6.417106558E2,1.747635110E0,-1.221062116E1,-3.263404731E0
6.419603508E2,-1.949476317E0,2.952535172E0,1.580428131E0
6.422100455E2,7.157994756E0,1.166166585E1,5.258215095E0
6.424597405E2,-2.388761841E0,-1.472369013E1,-3.136636510E0
6.427094355E2,-9.400539368E-1,6.503429954E0,2.675646122E0
6.429591305E2,8.406458328E0,1.433278038E1,7.849814508E0
6.432088284E2,-2.279383240E0,-1.852297347E1,-3.215173388E0
6.434585234E2,4.103913329E0,8.808845583E0,4.206262992E0
6.437082184E2,-1.861513728E0,6.289430047E0,7.781735376E0
6.439579134E2,-3.940882432E0,-2.109123430E1,-3.029518443E0
6.442076043E2,1.143083882E1,9.483579186E0,5.859974277E0
6.444572993E2,-2.911102971E0,8.221285779E0,8.104279486E0
6.447069933E2,-2.767400922E0,-2.062179878E1,-2.055693913E0
6.449566883E2,1.838981833E1,9.183675495E0,6.103944088E0
6.452063839E2,-3.124429863E0,8.809716818E0,1.069357042E1
6.454560789E2,-1.844495407E0,-1.792109383E1,-2.253183621E0
6.457057729E2,2.322039263E1,1.046397131E1,6.404109734E0
6.459554679E2,-4.228168416E0,7.655005163E0,1.030459141E1
6.462051630E2,-8.833417922E-1,-1.735336895E1,-2.581779599E0
6.464548570E2,2.202885170E1,1.195596791E1,7.531899639E0
6.467045520E2,-4.183776355E0,7.124796605E0,1.034139496E1
6.469542470E2,-1.253589242E0,-1.610131636E1,-8.682553911E-1
6.472039407E2,1.795058251E1,1.105967862E1,4.438155963E0
6.474536357E2,-5.075982526E0,7.067768710E0,7.080674100E0
6.477033307E2,-1.799813908E0,-1.567713946E1,-2.172608989E0
6.479530247E2,1.900941035E1,1.066842856E1,5.320496712E0
6.482027197E2,-3.964127453E0,5.714820072E0,6.247362839E0
6.484524137E2,-1.463342900E0,-1.592603321E1,-1.021691008E0
6.487021088E2,1.237900226E1,1.039389594E1,6.018585264E0
6.489518028E2,-3.378057520E0,6.170809337E0,5.224170266E0
6.492014977E2,-2.374494050E0,-1.348586148E1,-2.302656913E0
6.494511917E2,9.311247708E0,9.109800019E0,4.626375496E0
6.497008867E2,-3.566386396E-1,6.629914584E0,7.032880129E0
6.499505807E2,-9.612974560E-1,-1.042435408E1,-2.074061186E0
6.502002760E2,3.950096474E0,7.531824210E0,2.946709591E0
6.504499700E2,-2.456169713E-1,4.364744171E0,6.491222137E0
6.506996640E2,-1.594996469E0,-8.148489114E0,-2.979026567E0
6.509493590E2,1.475388165E0,6.441948820E0,2.113965510E0
6.511990531E2,4.483095909E0,5.905812939E0,7.608040327E0
6.514487471E2,-1.847396795E0,-1.133009130E1,-2.561888541E0
6.516984421E2,-1.462256488E0,6.242378672E0,2.086458453E0
6.519481361E2,8.141190035E0,6.208260169E0,7.879969184E0
6.521978297E2,-3.973621577E0,-1.291855643E1,-2.152112744E0
6.524475237E2,-4.790619106E0,5.248236237E0,9.819153231E-1
6.526972177E2,8.510614196E0,6.975601389E0,5.945751761E0
6.529469127E2,-3.268449708E0,-1.175586215E1,-1.734192946E0
6.531966069E2,-2.216986433E0,4.981151798E0,1.673954930E0
6.534463009E2,1.375436328E1,1.090946015E1,1.295942963E1
6.536959949E2,-3.455435479E0,-1.815616009E1,-2.008423852E0
6.539456889E2,3.251377008E0,8.206039749E0,1.642316816E0
6.541953825E2,9.241531355E0,1.491707510E1,1.253221569E1
6.544450765E2,-3.816683478E0,-1.802780435E1,-2.351241428E0
6.546947705E2,6.332846793E0,1.031187354E1,3.817753519E0
6.549444645E2,3.822573963E0,1.131848224E1,9.439260215E0
6.551941591E2,-1.882551425E0,-1.588300472E1,-1.792224222E0
6.554438531E2,4.171510066E0,1.221062467E1,3.164192684E0
6.556935471E2,-3.315499329E0,5.771352122E0,7.841345401E0
6.559432411E2,-6.523878837E-1,-1.302208372E1,-6.378820526E0
6.561929347E2,1.293290666E0,6.248819965E0,5.515790792E0
6.564426287E2,-6.225951505E0,2.237041505E0,5.126693673E0
6.566923217E2,4.507202517E0,-5.936113211E0,-5.661211045E0
6.569420157E2,2.222508543E0,8.328220829E0,1.021955536E1
6.571917101E2,-5.981176533E0,1.370413687E0,3.441695691E0
6.574414031E2,4.450809923E0,-1.537864962E1,-9.273343717E0
6.576910971E2,7.552207603E0,1.246499843E1,3.690095937E0
6.579407911E2,-2.356161275E0,6.513912842E0,5.426223727E0
6.581904849E2,4.068121353E-1,-1.865946151E1,-2.587410468E0
6.584401779E2,6.015979160E0,8.860676472E0,2.854101974E0
6.586898719E2,3.758976138E0,9.712180175E0,7.771058945E0
6.589395649E2,-5.200332338E-1,-1.655733720E1,-4.393848687E0
6.591892585E2,3.955199924E0,7.886989351E0,3.676843223E0
6.594389525E2,-4.331902115E0,5.851338524E0,6.655356404E0
6.596886455E2,6.203509891E-1,-1.571550538E1,-3.616399385E0
6.599383395E2,2.545916871E0,7.523824049E0,-4.362385404E-1
6.601880325E2,-6.222086495E0,6.479097351E0,4.104444841E0
6.604377255E2,8.612059879E-1,-1.466644355E1,-4.119904879E0
6.606874195E2,-3.455965236E0,3.661749805E0,3.315371275E-3
6.609371125E2,9.980571467E-1,1.125991535E1,6.466177343E0
6.611868065E2,4.126730919E-1,-1.453216926E1,-3.371626752E0
6.614364995E2,-2.976969516E0,2.203837799E0,-1.185460408E0
6.616861925E2,3.833263843E0,1.281671079E1,1.829649911E0
6.619358865E2,-2.789627650E-1,-1.016721693E1,-3.207267952E0
6.621855797E2,2.675145015E0,3.873170505E0,-1.123659432E-2
6.624352727E2,-3.465205591E0,4.988711078E0,3.877293377E0
6.626849667E2,2.858405524E-1,-7.914663638E0,-5.305024980E0
6.629346597E2,1.180854674E1,8.240013826E0,9.116627812E-2
6.631843532E2,-5.304121585E0,-4.793296546E0,2.797133721E0
6.634340462E2,-7.613636112E-1,-6.209866984E0,-2.022333793E0
6.636837392E2,1.009867236E1,1.003069263E1,-2.188774202E0
6.639334332E2,-4.662620340E0,-4.357624601E0,4.794409271E0
6.641831262E2,1.062427243E0,-1.261286750E1,-1.495670986E-1
6.644328192E2,9.603695614E0,1.057614429E1,5.173604715E-1
6.646825122E2,-8.096706757E0,-3.291855528E0,4.045102619E0
6.649322052E2,2.571018968E0,-1.729630130E1,-5.322837353E-1
6.651818978E2,1.828374984E1,1.635338515E1,4.052768319E0
6.654315908E2,-8.750741801E0,-1.141561852E0,4.370852757E0
6.656812838E2,7.000840603E-1,-1.905780659E1,-1.911116828E0
6.659309768E2,1.546244841E1,1.320761821E1,4.855308022E0
6.661806692E2,-5.398778066E0,2.564053180E0,5.110206864E0
6.664303622E2,-1.111115693E0,-1.539597609E1,-2.944480047E0
6.666800552E2,1.522340838E1,1.013275461E1,3.133277285E0
6.669297482E2,-4.269076121E0,4.041378527E0,5.698875300E0
6.671794421E2,-1.090370064E0,-1.403123362E1,-2.028959273E0
6.674291351E2,1.513515168E1,9.371648861E0,4.140187116E0
6.676788281E2,-1.100118542E1,8.126729286E-1,4.254828211E0
6.679285211E2,-1.426435860E0,-1.447817607E1,-1.837805607E0
6.681782138E2,2.337137944E1,1.154216396E1,5.602550608E0
6.684279068E2,-8.118258424E0,1.347347006E0,4.932364969E0
6.686775997E2,3.045820481E-1,-1.235606948E1,-1.710614634E0
6.689272927E2,1.717849160E1,1.031783536E1,3.117652355E0
6.691769898E2,-8.138428395E0,-6.720181561E-1,3.307009172E0
6.694266827E2,-1.539899325E-1,-1.250569038E1,-1.509146479E0
6.696763757E2,1.567102561E1,9.178681973E0,4.102242780E0
6.699260677E2,-6.988231959E0,1.693382304E0,4.529847322E0
6.701757569E2,2.322202108E0,-1.110357601E1,-3.833346874E0
6.704254499E2,1.961386861E1,9.929998899E0,5.359189492E0
6.706751429E2,-8.979177314E0,-2.403357661E0,2.004531945E0
6.709248359E2,8.132748994E-1,-4.935827106E0,-3.516745874E0
6.711745283E2,1.303333142E1,6.603374072E0,-3.086160421E-3
6.714242212E2,-1.041375893E1,-4.053410928E0,1.078317783E0
6.716739142E2,3.244728139E0,-4.477231151E0,-1.760398412E0
6.719236062E2,8.523418429E0,1.036744313E1,-1.847738857E0
6.721732985E2,-8.011746129E0,-6.850261059E0,4.195409975E0
6.724229915E2,1.427428425E0,-4.056302376E0,-1.968673310E0
6.726726835E2,1.859515734E1,-6.299948019E-1,4.260655546E-1
6.729223765E2,-1.270915243E1,2.741762343E0,4.683427949E0
6.731720698E2,6.691442496E-1,-1.168195686E1,-1.893037822E0
6.734217618E2,3.418656726E1,6.605857970E0,4.949746403E0
6.736714548E2,-1.135017765E1,5.299157884E0,2.232453488E0
6.739211477E2,-6.772356266E-1,-1.205892919E1,-2.039309430E0
6.741708394E2,2.648098719E1,8.851627906E0,2.504508644E0
6.744205324E2,-1.120891360E1,3.486579503E0,2.704789229E0
6.746702244E2,-4.473754397E-1,-1.333227149E1,-5.458948839E-1
6.749199174E2,3.229713308E1,1.184145486E1,2.580410766E0
6.751696145E2,-6.813107266E0,3.991201816E0,4.153639221E0
6.754193065E2,-1.543505888E0,-1.130199777E1,-1.147833576E0
6.756689995E2,2.813572817E1,9.155884849E0,4.358171316E0
6.759186915E2,-1.046089100E1,4.226113997E0,2.315569904E0
6.761683805E2,5.335771394E-1,-1.073910619E1,-1.070624601E0
6.764180725E2,2.632154765E1,7.763728876E0,5.819225616E0
6.766677655E2,-8.596862966E0,5.134785050E0,1.128759373E0
6.769174575E2,-2.906165582E-1,-1.060984765E1,-9.577283156E-1
6.771671514E2,2.139326404E1,9.714386330E0,2.621252398E0
6.774168434E2,-8.556818309E0,4.374204673E0,2.311275124E0
6.776665364E2,-1.265728938E0,-1.668768567E1,-1.759465781E0
6.779162284E2,2.540163328E1,1.225789473E1,4.254580874E0
6.781659210E2,-1.147369891E1,4.908502482E0,3.752271720E0
6.784156130E2,-1.595705152E0,-1.582649839E1,-1.956948473E0
6.786653060E2,2.925494372E1,9.727043213E0,7.030676313E0
6.789149980E2,-1.221349916E1,4.667760919E0,3.310040953E0
6.791646904E2,9.611682326E-1,-1.142749539E1,-1.307122255E0
6.794143824E2,3.324740853E1,9.023568206E0,4.969494204E0
6.796640754E2,-7.953269879E0,9.037388100E0,5.334047635E0
6.799137674E2,-3.035354257E0,-1.350036023E1,-2.085195454E0
6.801634599E2,2.836818540E1,7.653571426E0,4.233716839E0
6.804131529E2,-8.464886631E0,4.915806239E0,1.265290105E0
6.806628449E2,-2.724853365E0,-1.629613389E1,-3.293611447E0
