"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.287878928E3,-1.581400260E-2,2.375472337E-2,-2.468338469E-3
1.288128625E3,-7.841605693E-3,6.781294476E-3,8.454224095E-3
1.288378322E3,2.035817597E-3,2.765385434E-3,5.243715364E-3
1.288628019E3,-5.255951546E-4,8.903872222E-3,1.493912423E-3
1.288877715E3,-1.030735672E-2,9.190499783E-3,4.434180446E-4
1.289127412E3,8.657658473E-4,2.205272671E-3,5.347808823E-3
1.289377109E3,-1.675015781E-3,6.643913686E-3,-2.422020771E-4
1.289626806E3,-6.724214181E-4,-6.466837134E-3,-3.691438120E-3
1.289876503E3,5.351945758E-3,-1.606766135E-3,-5.441545509E-3
1.290126200E3,1.005236991E-2,1.277622767E-2,9.117103182E-3
1.290375897E3,-3.460077569E-3,1.561283134E-4,5.589641631E-3
1.290625594E3,1.151619293E-2,-2.677468583E-4,4.090886563E-3
1.290875291E3,1.561061712E-3,-2.539888024E-3,3.755717305E-3
1.291124988E3,1.742198365E-3,1.348301768E-3,-2.783890581E-3
1.291374685E3,1.049272716E-3,6.262499839E-3,-9.972443804E-4
1.291624382E3,4.621030763E-3,-3.684125841E-5,1.189686824E-3
1.291874079E3,-7.561162580E-3,-2.843466122E-3,-4.607320763E-3
1.292123776E3,1.479540719E-3,3.058309667E-4,-3.227555193E-3
1.292373473E3,5.559516139E-3,6.792929955E-3,3.114957362E-3
1.292623170E3,3.824372776E-3,-6.675002165E-3,6.847925950E-3
1.292872867E3,3.605262376E-3,9.949767031E-3,3.098323243E-3
1.293122564E3,7.088101469E-3,4.293709993E-3,5.571208429E-3
1.293372261E3,5.349309649E-3,-4.016055260E-3,7.640086114E-4
1.293621958E3,-1.786760055E-3,1.494374126E-3,-2.451673616E-3
1.293871656E3,-5.250844173E-3,-5.780856125E-3,3.822338767E-4
1.294121353E3,-6.220548879E-3,1.177154481E-3,-6.773805246E-3
1.294371050E3,2.611482749E-3,-4.380135797E-4,-4.190107808E-3
1.294620747E3,2.160072559E-3,6.013171747E-3,1.592338784E-3
1.294870444E3,2.789365826E-3,8.095857687E-3,3.860890865E-3
1.295120142E3,1.852361485E-3,3.066804446E-2,1.131489966E-2
1.295369839E3,1.310568675E-2,2.938648500E-2,7.666599937E-3
1.295619536E3,-5.055325571E-3,-1.193665434E-3,-7.425641641E-3
1.295869233E3,3.533470444E-4,1.001924276E-2,-8.093242534E-3
1.296118931E3,-7.071330678E-3,3.863587510E-3,-1.009891741E-3
1.296368628E3,2.821692731E-3,7.909532636E-3,2.494456246E-3
1.296618325E3,-1.222942956E-2,3.046704084E-2,2.182927169E-2
1.296868023E3,-9.507086128E-3,2.815615013E-2,-1.351614762E-2
1.297117720E3,1.194525976E-3,-1.402791124E-3,-5.054537207E-3
1.297367417E3,1.181135885E-3,3.025802318E-3,1.970753772E-3
1.297617115E3,7.497272454E-4,5.867128260E-3,1.657618443E-3
1.297866812E3,-7.689879276E-4,6.872966420E-3,-1.029384788E-3
1.298116510E3,-2.499061450E-2,3.184682690E-3,-9.978032671E-3
1.298366207E3,-1.647131145E-2,-1.981823519E-2,-2.228659810E-3
1.298615904E3,1.288134698E-2,-1.820451766E-2,9.528698400E-3
1.298865602E3,-6.608305033E-3,1.194244996E-2,-2.383850515E-3
1.299115299E3,8.065765724E-3,7.320792414E-3,3.551107831E-3
1.299364997E3,-1.112292707E-2,-1.824149303E-2,3.900142387E-3
1.299614694E3,-1.962793805E-2,-1.756191999E-2,-9.777000174E-3
1.299864392E3,3.856023541E-3,9.637808427E-3,-4.693057854E-4
1.300114089E3,-7.340224925E-3,-8.068239316E-3,-1.561882254E-2
1.300363787E3,-1.807824522E-2,-2.030204609E-2,-1.002121251E-2
1.300613484E3,7.693402935E-3,3.981462680E-3,-4.342339002E-3
1.300863182E3,-5.729426630E-4,1.194805652E-2,-4.624405410E-3
1.301112879E3,6.376057863E-3,3.018567804E-3,1.206388418E-2
1.301362577E3,-4.645570647E-3,1.200305112E-2,-1.619135030E-3
1.301612274E3,-2.337601036E-4,-8.854019456E-3,2.425460378E-3
1.301861972E3,2.570271026E-3,1.737615839E-2,1.405079151E-3
1.302111669E3,-3.679901827E-3,-7.465275005E-3,-1.396566164E-3
1.302361367E3,-1.093514450E-2,-5.177068524E-4,-7.129357662E-3
1.302611065E3,-1.282340381E-3,5.308107473E-3,9.008371271E-4
1.302860762E3,6.948295981E-3,-5.055361427E-3,5.295283627E-3
1.303110460E3,1.261313446E-3,-6.407292560E-3,1.828664448E-3
1.303360159E3,3.975627013E-3,1.578733325E-3,5.213061813E-3
1.303609855E3,4.594874103E-3,-2.665348817E-3,6.303482223E-4
1.303859553E3,1.075025648E-4,-5.151923280E-3,3.468070878E-3
1.304109250E3,1.792571740E-3,3.978044726E-3,3.118965076E-3
1.304358948E3,3.186984453E-3,1.082901843E-2,1.885602484E-3
1.304608646E3,3.278512508E-3,-5.722993519E-3,2.947908361E-4
1.304858344E3,-5.107021425E-3,2.627950162E-3,4.087131470E-3
1.305108041E3,-4.820615984E-3,-2.630775329E-3,-2.963676117E-3
1.305357739E3,-1.797559671E-3,-2.778717317E-3,-3.231768496E-3
1.305607437E3,1.291631255E-3,-3.719822504E-3,-4.246369936E-4
1.305857134E3,-1.843057573E-3,4.700771533E-4,3.652308136E-3
1.306106832E3,8.641076274E-3,2.866767347E-3,7.349557243E-3
1.306356530E3,7.191510871E-3,-1.196029410E-2,4.521884024E-3
1.306606228E3,9.214738384E-5,2.778739203E-3,3.909054212E-3
1.306855926E3,1.998483669E-3,-1.633931417E-3,2.734867157E-3
1.307105623E3,-4.341271706E-3,1.117817126E-3,1.268796390E-3
1.307355321E3,6.537055597E-3,-4.718310665E-3,-1.934063272E-3
1.307605019E3,-1.818201039E-3,5.100020673E-3,2.169157611E-3
1.307854717E3,-5.552950315E-3,2.406630665E-4,-3.248528577E-3
1.308104415E3,1.582448138E-3,5.457963329E-3,-2.017473802E-3
1.308354112E3,6.286141463E-3,-1.911308616E-3,-7.489700336E-3
1.308603810E3,7.570865564E-4,-7.090204861E-3,6.621076725E-3
1.308853508E3,3.590819193E-3,3.767702263E-3,2.465124242E-3
1.309103206E3,9.442709386E-3,-7.117230445E-3,3.041875781E-3
1.309352904E3,3.179891035E-3,4.955819342E-3,1.970113022E-3
1.309602603E3,-2.941387240E-3,-5.355325527E-3,8.937346283E-4
1.309852301E3,3.385484219E-3,1.233335119E-3,1.955004176E-3
1.310101999E3,4.213130567E-3,2.662991639E-3,-2.658443293E-3
1.310351697E3,1.037514303E-3,-9.525287896E-5,2.627008362E-3
1.310601394E3,4.362860229E-3,-1.168717351E-2,-3.485496622E-3
1.310851092E3,-2.889189404E-3,-4.439730197E-3,-7.024376187E-3
1.311100790E3,-4.725060426E-4,-1.489971764E-3,-7.090120576E-3
1.311350488E3,4.640289582E-3,2.906921320E-3,4.181033932E-3
1.311600185E3,-3.289928194E-3,-2.504564822E-3,1.041788608E-3
1.311849883E3,-4.465639591E-3,-2.091872972E-3,1.107126474E-3
1.312099581E3,4.036768805E-3,3.080063034E-3,2.286977367E-3
1.312349279E3,2.066674642E-4,1.071835402E-3,-1.915882807E-3
1.312598977E3,4.162863828E-3,2.825045958E-4,-1.434205682E-3
1.312848675E3,8.980586194E-3,-7.165363058E-3,6.931808311E-4
1.313098373E3,-7.474615239E-3,-1.161098666E-2,-1.365445741E-2
1.313348071E3,4.785905592E-3,-1.114731655E-3,-5.605142098E-3
1.313597769E3,-6.068078335E-3,-8.018361405E-3,-7.098039612E-3
1.313847467E3,2.820428461E-3,-9.985916317E-3,2.458057832E-3
1.314097165E3,2.171615371E-3,-1.883096062E-3,8.869102225E-3
1.314346863E3,4.325654358E-3,5.169889424E-3,2.170489635E-3
1.314596561E3,1.179474872E-2,6.892665289E-3,6.455196533E-3
1.314846258E3,1.030531526E-2,7.695558481E-3,3.646999365E-3
1.315095956E3,-4.829226993E-3,3.955886513E-2,1.222058572E-2
1.315345654E3,-6.840586197E-3,1.201715320E-3,-1.582792494E-3
1.315595352E3,1.206978224E-2,-3.973593935E-3,1.070941798E-2
1.315845050E3,-9.155865759E-3,-1.158310566E-2,-3.185109468E-3
1.316094748E3,-1.851108856E-3,-5.438609980E-3,-2.591526601E-3
1.316344446E3,1.428460982E-2,9.120882489E-3,-1.079745404E-2
1.316594144E3,2.511442453E-2,-3.384394199E-2,2.883475088E-2
1.316843842E3,2.160456777E-2,-3.893880919E-2,4.277544096E-2
1.317093540E3,2.720567212E-2,3.744625673E-2,-4.134348128E-3
1.317343238E3,-3.677471727E-2,-2.304490190E-3,-1.727952273E-3
1.317592936E3,-1.579171978E-3,8.910639212E-3,-7.811090909E-3
1.317842634E3,3.527234774E-3,6.911465898E-4,6.672970951E-3
1.318092332E3,2.782415599E-3,1.068343967E-2,4.576779902E-3
1.318342030E3,-9.423848242E-3,3.039933275E-3,-7.554539479E-3
1.318591728E3,-4.125557840E-3,7.633055095E-3,-4.726174287E-3
1.318841426E3,6.330331787E-3,-8.424029686E-3,-6.627405528E-3
1.319091124E3,1.043637749E-3,5.975769833E-3,6.696560886E-4
1.319340822E3,-6.634266581E-3,2.275845036E-4,-1.093721949E-4
1.319590520E3,-2.189439721E-3,5.164304748E-3,1.970343990E-3
1.319840218E3,4.303467460E-3,7.877290249E-3,9.528909810E-3
1.320089916E3,-1.915087458E-3,1.489139628E-3,-3.782812040E-3
1.320339614E3,2.706517465E-3,4.097894300E-3,-1.235640142E-3
1.320589311E3,6.238666363E-3,-1.268560532E-3,2.311228542E-3
1.320839009E3,-1.587494276E-3,-5.782745779E-3,-2.231821418E-3
1.321088707E3,-1.892359927E-3,2.493486274E-3,-5.405990407E-3
1.321338405E3,-5.052670836E-3,5.904817022E-3,-6.607680116E-3
1.321588104E3,-4.613385536E-3,7.983287796E-3,1.546053216E-3
1.321837802E3,5.301898811E-3,-4.337105900E-3,5.407689605E-3
1.322087500E3,-3.373860847E-3,3.349636681E-4,-9.626366664E-4
1.322337199E3,2.104369923E-5,9.977426380E-3,1.847073436E-3
1.322586898E3,-9.466451593E-3,6.458475254E-4,1.653433079E-3
1.322836597E3,5.404047202E-3,5.958154798E-4,2.834535670E-3
1.323086297E3,-2.683698200E-3,1.404842362E-3,3.480395535E-3
1.323335997E3,-3.398459870E-3,-1.322743483E-3,-4.585249349E-3
1.323585697E3,-1.777745318E-3,9.780609980E-4,-5.643640645E-3
1.323835397E3,-3.159498796E-3,7.220106199E-4,-8.721610531E-3
1.324085097E3,-5.263100378E-3,1.882920507E-3,2.052274533E-3
1.324334797E3,-9.344886057E-4,2.287247684E-3,5.648441613E-3
1.324584497E3,6.940035615E-3,-1.358896494E-3,3.328576684E-3
1.324834198E3,2.117584459E-2,-1.920578629E-2,2.355558425E-2
1.325083897E3,1.646846905E-2,-3.213304281E-2,9.876438417E-4
1.325333599E3,2.153936587E-2,-2.865814045E-2,2.426078916E-2
1.325583303E3,1.903146505E-2,-1.023943070E-3,1.346197445E-2
1.325833003E3,-4.608613905E-3,4.370380193E-3,-4.092820920E-3
1.326082704E3,-4.838623106E-3,-2.375824843E-3,-1.179474685E-2
1.326332404E3,-2.054588404E-3,4.138595890E-3,-5.089276470E-3
1.326582104E3,5.487692542E-4,2.100994345E-3,1.051673433E-3
1.326831805E3,6.453879178E-4,4.733582027E-4,5.114225671E-3
1.327081505E3,1.213244535E-2,1.423574798E-2,3.010011977E-3
1.327331205E3,-1.840003300E-3,-8.908500895E-4,-3.698707325E-3
1.327580902E3,-2.156803850E-3,3.219456878E-3,3.382870927E-3
1.327830602E3,-5.574488547E-3,2.224049065E-3,-3.429594683E-3
1.328080303E3,-5.793640390E-3,-2.814826090E-3,2.115289681E-3
1.328330003E3,-7.069779560E-3,-4.840772599E-3,6.945931818E-4
1.328579704E3,-1.843743958E-4,4.939217120E-3,-9.223151952E-3
1.328829405E3,6.585847586E-5,8.430262096E-3,-3.403279232E-3
1.329079105E3,-2.309310716E-3,6.038569845E-4,-3.594561014E-3
1.329328806E3,1.081716269E-3,-7.483270951E-3,4.970348440E-3
1.329578506E3,1.757186372E-3,-5.008238368E-3,5.117936991E-3
1.329828207E3,2.886482049E-3,4.500828683E-3,6.116323173E-3
1.330077907E3,-4.291536286E-3,-2.423390280E-3,-2.698739991E-3
1.330327608E3,-3.203703091E-4,9.539453313E-3,3.153406549E-3
1.330577308E3,-1.002143137E-3,-8.293394931E-4,6.369323935E-3
1.330827009E3,-2.075160854E-3,-1.234131865E-3,-5.042538512E-3
1.331076709E3,-2.795003355E-3,2.564228605E-3,-8.342428133E-3
1.331326410E3,-1.685076859E-3,7.040547207E-4,-5.069036968E-3
1.331576110E3,2.328119706E-3,-9.047154337E-3,5.045283586E-3
1.331825810E3,-4.468519241E-3,-3.317589872E-4,5.813754164E-3
1.332075511E3,3.070911160E-3,4.599179141E-3,8.098930120E-3
1.332325211E3,-3.766639624E-3,3.910470754E-3,2.666580956E-3
1.332574912E3,-2.691254485E-3,-2.546363510E-3,6.625521928E-4
1.332824612E3,4.918328486E-4,1.014249213E-2,5.806938279E-4
1.333074313E3,-6.029554643E-4,8.044117130E-4,-8.861094248E-4
1.333324013E3,-5.868156441E-3,-2.817668952E-3,-9.338032454E-3
1.333573713E3,1.359101618E-3,3.660742426E-3,-6.143788807E-3
1.333823413E3,2.902727341E-3,-9.484762326E-3,3.548769513E-3
1.334073114E3,8.652652614E-4,-4.907970782E-3,4.997795913E-3
1.334322814E3,1.113882288E-3,4.560217261E-3,5.886492319E-3
1.334572515E3,1.811068039E-3,5.434401333E-3,-1.223114552E-3
1.334822216E3,1.345052617E-3,5.271285772E-5,2.360501094E-3
1.335071916E3,8.785752580E-4,3.630598076E-4,-1.509938505E-3
1.335321617E3,-4.632895347E-3,-2.165697515E-4,-1.439880580E-3
1.335571317E3,-3.068509512E-3,-2.320907079E-4,-5.983399693E-3
1.335821018E3,-3.231799230E-3,2.805399708E-4,-6.754184142E-3
1.336070718E3,1.392472070E-3,3.604769707E-3,4.556692671E-3
1.336320419E3,2.378473524E-3,-6.841692608E-3,5.045732949E-3
1.336570120E3,5.164104514E-4,-6.533198524E-3,2.821644535E-3
1.336819821E3,-2.126986161E-3,1.470792573E-3,2.688736655E-3
1.337069521E3,7.267030887E-4,-2.793645486E-3,5.420273170E-3
1.337319222E3,3.960388247E-3,1.685926225E-3,3.485156456E-3
1.337568922E3,1.614126377E-3,4.452143330E-3,-7.047480904E-4
1.337818622E3,1.894708490E-3,-8.238337934E-3,6.617531180E-4
1.338068323E3,-6.697648205E-4,4.875082523E-3,-6.147117820E-3
1.338318023E3,4.292201251E-3,4.772427492E-3,-1.036000345E-2
1.338567725E3,-1.470022835E-4,7.014451548E-4,-3.958680667E-3
1.338817426E3,1.717940904E-4,-2.912000753E-3,4.286082461E-3
1.339067126E3,3.553542774E-3,-1.856805291E-3,5.051979795E-3
1.339316827E3,2.591999713E-3,8.641975932E-3,-3.191904863E-3
1.339566527E3,-3.372680396E-3,3.626269288E-3,2.765018493E-3
1.339816228E3,4.287843592E-3,-2.403612249E-3,1.965589356E-3
1.340065929E3,-3.752771299E-3,-2.651256509E-3,7.836334407E-4
1.340315629E3,2.493179170E-3,-4.305083770E-3,5.045334809E-3
1.340565331E3,-3.591972869E-3,1.785285305E-3,-1.927322126E-3
1.340815032E3,-6.046780385E-3,4.021483473E-4,-7.545326836E-3
1.341064733E3,-4.128294997E-3,3.785206238E-3,-3.124427982E-3
1.341314434E3,-1.194426324E-3,-6.581325084E-3,5.408224650E-3
1.341564133E3,-2.957587130E-4,-7.021469064E-3,1.904768171E-3
1.341813834E3,-1.286286395E-3,1.343198586E-3,7.726353593E-3
1.342063535E3,-3.527123947E-3,1.160386764E-2,7.393510081E-3
1.342313236E3,2.927256050E-3,-2.748300321E-3,3.951124381E-3
1.342562937E3,-1.942848321E-3,1.358660404E-3,-3.731327597E-4
1.342812637E3,-5.824882537E-4,-4.401654471E-3,2.835204359E-4
1.343062338E3,-1.897921320E-3,2.688782755E-3,-3.538501449E-3
1.343312039E3,-2.461099066E-4,-1.351079904E-3,-1.074235048E-2
1.343561739E3,-1.521350350E-3,3.169714473E-4,-4.532126710E-3
1.343811440E3,1.799559686E-3,-1.605791040E-3,6.681163330E-3
1.344061141E3,3.206594149E-3,-3.290514927E-3,1.725569600E-3
1.344310841E3,-2.114012837E-3,-7.419879548E-4,4.310168326E-3
1.344560542E3,2.677504672E-3,5.459883250E-4,6.282473914E-4
1.344810243E3,1.598880626E-4,-2.682479098E-3,2.264909912E-3
1.345059943E3,1.840646379E-3,1.399110071E-3,1.843930688E-3
1.345309644E3,3.998987377E-3,7.722677197E-3,1.732345903E-3
1.345559344E3,1.230422407E-3,-1.496433746E-3,-1.929046120E-4
1.345809045E3,-1.488666050E-3,5.165903363E-3,2.317426028E-3
1.346058746E3,1.208604313E-3,9.977146983E-4,-2.003937261E-3
1.346308446E3,-9.298840538E-3,5.413096398E-3,-7.769963704E-3
1.346558148E3,1.524575055E-6,-1.254240051E-4,-4.428895656E-3
1.346807848E3,2.263649367E-3,-3.429312725E-3,1.044945326E-2
1.347057549E3,4.516336601E-3,3.865664825E-3,1.098618004E-2
1.347307250E3,4.685398191E-3,-8.741125464E-3,1.779265236E-3
1.347556950E3,-1.505869441E-3,-3.391715232E-3,-8.303629234E-3
1.347806651E3,4.709137138E-3,2.757883631E-4,-1.333422400E-2
1.348056351E3,2.244960982E-3,-1.016143803E-2,1.037318632E-2
1.348306052E3,-3.363724798E-3,2.037906088E-3,2.667196328E-3
1.348555751E3,5.896645598E-4,-3.896960523E-3,4.537518136E-3
1.348805452E3,7.077003829E-4,-3.486488014E-3,4.452430643E-3
1.349055152E3,1.393780345E-3,7.636168040E-3,-5.666567013E-3
1.349304853E3,4.948741756E-3,-2.465092111E-3,4.466711078E-3
1.349554554E3,3.003684571E-3,-7.504872978E-3,-2.649554983E-3
1.349804255E3,-1.176162157E-3,-2.300722525E-3,-2.203891054E-3
1.350053956E3,4.328119103E-3,-7.721656002E-4,8.188128471E-3
1.350303656E3,5.126849748E-3,4.528775811E-3,-2.260284964E-4
1.350553356E3,-4.379053600E-3,3.277738113E-3,-2.886559349E-3
1.350803056E3,1.336731017E-3,-1.964120194E-3,3.536269069E-3
1.351052757E3,-5.287458189E-4,3.801156534E-3,-6.256573368E-3
1.351302457E3,1.540277619E-3,7.631769404E-4,-1.188699529E-2
1.351552158E3,6.125597283E-4,7.228454575E-3,2.131932415E-4
1.351801858E3,-4.152726848E-3,-5.244350992E-3,6.439880468E-3
1.352051559E3,-8.477224037E-5,-7.743285969E-4,1.765849534E-3
1.352301259E3,8.378440514E-3,4.250556231E-3,1.901188400E-3
1.352550960E3,-2.382326871E-3,1.329472288E-4,-2.890336094E-3
1.352800661E3,-5.995682441E-4,1.007289160E-3,4.550601821E-3
1.353050362E3,-3.985396586E-3,-1.613541041E-3,-2.414662857E-3
1.353300063E3,-4.696386401E-3,-2.158635296E-3,-1.113043632E-3
1.353549763E3,1.170330215E-3,-2.049779985E-3,-6.969500333E-3
1.353799464E3,4.471996799E-3,4.213636275E-3,-7.157982793E-3
1.354049165E3,-6.663217209E-4,8.401086554E-3,8.536479436E-5
1.354298867E3,2.779473783E-3,-2.530596219E-3,3.458577907E-3
1.354548567E3,3.039692994E-3,-1.245681383E-2,6.677421741E-3
1.354798268E3,-3.203751519E-3,-5.389349535E-4,5.357194692E-3
1.355047970E3,3.011050401E-3,-4.894961137E-3,5.009681452E-3
1.355297671E3,-3.436122555E-3,-3.967420198E-3,6.644230802E-3
1.355547372E3,-1.854173373E-3,-1.311773900E-3,4.251749255E-3
1.355797073E3,2.104431158E-3,2.644131426E-3,4.563204013E-3
1.356046774E3,2.665070118E-3,2.489985432E-3,2.153063659E-3
1.356296475E3,-1.464707311E-3,-4.715836607E-3,-6.628095172E-3
1.356546177E3,7.174278144E-3,4.030229524E-3,-1.396647189E-3
1.356795877E3,4.457309842E-5,1.483144704E-3,-9.205555543E-3
1.357045579E3,-2.665041015E-3,-3.554478288E-3,-2.646157285E-3
1.357295279E3,-2.133077942E-3,-2.786064986E-3,1.207301859E-2
1.357544981E3,-6.511524785E-3,6.492514163E-3,2.874976723E-3
1.357794682E3,-4.365541972E-3,-2.819614019E-3,1.072585024E-2
1.358044383E3,-1.717231236E-3,-2.312461846E-3,1.444228459E-3
1.358294084E3,7.145428099E-4,-3.731255420E-4,-1.472666510E-3
1.358543785E3,2.953713294E-3,2.687274944E-3,6.156306714E-3
1.358793487E3,1.955993241E-3,-2.669523470E-3,1.142812660E-3
1.359043188E3,-2.739240415E-3,4.031532444E-4,-4.293383099E-4
1.359292889E3,-1.967709512E-3,3.780681640E-3,-2.062736545E-3
1.359542592E3,-1.065765973E-3,-3.991190344E-3,-5.191320088E-3
1.359792293E3,-1.036857255E-3,-1.169786323E-3,-1.891940949E-3
1.360041994E3,1.868456369E-3,6.687161978E-3,-5.608826876E-3
1.360291695E3,3.566537052E-4,-6.273835897E-3,6.370896474E-3
1.360541396E3,-3.735837992E-3,-3.160975408E-3,1.657715533E-3
1.360791097E3,4.018528853E-3,-4.489714280E-3,2.493090462E-3
1.361040799E3,8.504237048E-4,-4.288492724E-3,1.995959086E-3
1.361290500E3,-2.885642461E-4,-1.194681972E-3,1.328369370E-3
1.361540205E3,-2.926439047E-4,-2.355471719E-3,-2.975775860E-3
1.361789907E3,-1.056416407E-1,1.381968409E-1,-1.337338611E-2
1.362039608E3,3.997888416E-4,1.811012626E-3,-3.302973462E-3
1.362289310E3,-3.369143233E-4,4.682219587E-3,-6.327799521E-3
1.362539008E3,4.291836172E-3,-2.335653640E-3,-1.114167366E-2
1.362788709E3,-5.222695414E-3,1.354242023E-2,-4.674791824E-3
1.363038411E3,3.663917305E-3,-2.547777258E-3,7.956904359E-3
1.363288113E3,-7.032927126E-3,2.279032022E-3,5.756625440E-3
1.363537815E3,-6.199217960E-2,1.003842354E-1,1.342563145E-2
1.363787517E3,2.226510551E-3,4.039118998E-3,-2.614989411E-3
1.364037219E3,1.139510423E-3,-3.030223306E-3,1.861380413E-3
1.364286921E3,3.251821967E-3,6.070336327E-3,-3.351629712E-4
1.364536621E3,1.765245572E-3,-4.287229385E-3,-1.680325717E-3
1.364786323E3,1.392271370E-4,-2.641934436E-3,-8.672946133E-4
1.365036025E3,2.139958320E-3,5.686110817E-4,-6.133371498E-3
1.365285727E3,2.011380857E-3,1.412728708E-2,-8.631778881E-3
1.365535429E3,1.010826323E-3,-2.955518663E-3,9.074523114E-4
1.365785131E3,3.330338281E-3,-7.502106018E-3,4.265143536E-3
1.366034833E3,-1.620114781E-3,-7.054577582E-3,1.168149291E-3
1.366284535E3,-3.208734561E-3,-1.049400307E-3,4.666998982E-3
1.366534237E3,1.075427048E-3,-1.887646504E-3,1.876768889E-3
1.366783939E3,1.542345155E-3,3.346946090E-3,-1.776519814E-3
1.367033641E3,-2.299851738E-3,-7.680943236E-3,4.263998475E-3
1.367283343E3,-3.003198653E-3,-3.173113801E-4,2.218265319E-3
1.367533046E3,-1.794604585E-3,-8.277064189E-4,-5.206377245E-3
1.367782748E3,-7.994384505E-4,1.216372382E-2,-9.526620619E-3
1.368032450E3,3.407062031E-4,1.576060429E-3,-2.560418565E-3
1.368282152E3,1.518037869E-3,5.197180435E-4,6.277031265E-3
1.368531854E3,3.659558017E-3,3.525644075E-3,5.140242167E-3
1.368781556E3,2.705730032E-3,1.151005831E-2,8.300546557E-3
1.369031259E3,4.488001578E-3,5.045626778E-3,1.104718307E-3
1.369280961E3,5.412008148E-3,-1.381794177E-2,-3.740683896E-3
1.369530663E3,-7.120613940E-3,1.287931483E-2,5.682127550E-3
1.369780366E3,-9.936321527E-3,-1.464325562E-2,-1.605627709E-3
1.370030068E3,3.020652104E-3,-2.191075683E-2,2.932376228E-4
1.370279770E3,-1.560957544E-2,1.281727199E-2,-1.630521193E-2
1.370529472E3,-7.681377698E-3,-1.865518279E-4,9.236272424E-3
1.370779175E3,-5.163275637E-3,5.109685473E-3,7.319939788E-3
1.371028877E3,4.460648634E-4,-2.769130748E-3,2.205730416E-3
1.371278579E3,5.522529595E-3,-2.626541536E-3,5.534040742E-3
1.371528282E3,-4.870308563E-3,1.391372178E-3,-2.921355655E-3
1.371777984E3,3.693840466E-3,9.334599599E-5,1.507575857E-3
1.372027686E3,2.041742206E-3,3.708332079E-3,6.974230520E-3
1.372277389E3,-5.405019969E-3,-6.060285959E-3,-1.887266058E-3
1.372527092E3,-6.198356394E-3,-1.557228155E-2,-9.959824383E-3
1.372776794E3,-1.506336499E-3,-6.878799759E-4,-9.308885783E-3
1.373026496E3,-2.972152084E-3,-1.250731293E-3,8.444201201E-3
1.373276199E3,-1.785917208E-3,4.763226025E-4,6.076979917E-3
1.373525901E3,3.091949970E-3,4.564531147E-3,2.268016804E-3
1.373775604E3,-1.403046306E-3,-7.268679328E-4,1.115540974E-2
1.374025306E3,-1.315326523E-2,1.220449619E-2,5.998040549E-3
1.374275009E3,-1.821029000E-4,1.995023340E-3,1.344038174E-4
1.374524712E3,-1.499136444E-3,-2.259647474E-3,4.293227103E-3
1.374774415E3,-1.730954740E-3,8.191121742E-5,4.118459299E-3
1.375024118E3,-7.277904078E-3,-2.197794616E-3,-8.761661127E-3
1.375273820E3,1.424898393E-3,-4.654488061E-3,-1.432524528E-2
1.375523523E3,-1.193783246E-3,-6.477061659E-3,4.012975842E-4
1.375773225E3,2.008879790E-3,5.736764520E-3,7.672481239E-3
1.376022927E3,1.590995863E-2,-1.956352964E-3,1.035179198E-2
1.376272630E3,-3.596310038E-3,2.163055353E-3,1.170646399E-2
1.376522333E3,1.156027243E-2,6.680042483E-3,-4.069303162E-3
1.376772035E3,-3.096636385E-3,1.082364749E-2,-7.567302324E-3
1.377021738E3,-1.192005724E-2,-8.664837107E-3,6.866632029E-4
1.377271441E3,-3.726704977E-3,-8.197868243E-3,3.803297877E-3
1.377521143E3,-3.251607995E-3,-1.871922985E-3,-7.832396775E-3
1.377770846E3,-4.898823798E-3,3.207122907E-3,-9.616699070E-3
1.378020549E3,4.106400535E-3,2.805544063E-3,2.289470285E-5
1.378270251E3,-3.774124663E-3,2.665476408E-3,1.825228799E-3
1.378519954E3,9.684316814E-3,-2.197491005E-3,6.192028057E-3
1.378769657E3,3.578158561E-3,3.884908743E-3,8.107826579E-4
1.379019359E3,-1.001350023E-2,5.327145569E-3,-6.395480596E-3
1.379269062E3,1.137076877E-3,1.438550651E-2,8.942498825E-4
1.379518765E3,-2.596825827E-3,-8.191049099E-3,1.812021714E-3
1.379768467E3,-1.967053860E-3,-2.782692201E-3,-1.686901203E-3
1.380018170E3,-3.109384328E-3,-8.074305952E-4,-1.098902524E-2
1.380267873E3,7.646590471E-3,-3.205606714E-3,-4.545773380E-3
1.380517575E3,-3.634561319E-3,6.118118763E-4,4.211251624E-3
1.380767278E3,5.729149096E-3,1.875719056E-3,7.622915320E-3
1.381016981E3,-2.819318324E-3,-7.894071750E-4,7.297040429E-3
1.381266683E3,-4.053143784E-3,-7.098091766E-3,6.467791274E-3
1.381516386E3,-2.335935831E-3,2.069985494E-4,1.000768319E-2
1.381766090E3,-5.259769969E-3,-3.093586303E-3,2.787571633E-3
1.382015793E3,-4.109701514E-2,4.884453490E-2,-1.456049737E-2
1.382265496E3,2.928595617E-2,9.075686336E-3,-5.826707464E-3
1.382515198E3,-3.210676368E-3,-1.042377669E-3,2.255021129E-3
1.382764903E3,4.938904196E-3,-4.663714208E-4,1.164628007E-2
1.383014606E3,-2.328530885E-3,6.482030265E-3,1.617369801E-2
1.383264309E3,7.025836036E-3,5.435350351E-3,5.468704272E-3
