"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.824041286E2,-3.159182668E-1,-4.059213772E-2,3.176758885E-1
4.826538236E2,9.926965833E-1,-1.238017678E-1,-5.330901146E-1
4.829035175E2,3.773646951E-1,3.531241417E-1,7.081806194E-3
4.831532125E2,-3.811315000E-1,3.699052036E-1,2.828470469E-1
4.834029075E2,-8.154413104E-1,-2.475016564E-1,-8.438099027E-1
4.836526025E2,-1.162078232E-1,-1.222445667E-1,4.590386450E-1
4.839023026E2,2.860192358E-1,-3.077021539E-1,-9.532564878E-1
4.841519976E2,1.100421771E-1,6.936388612E-1,1.114031971E-1
4.844016926E2,7.183477283E-2,1.773439199E-1,3.935876787E-1
4.846513876E2,-6.340203881E-1,-2.085711002E0,-8.160764575E-1
4.849010792E2,-2.987700701E-1,-4.709255397E-1,4.004828930E-1
4.851507742E2,8.362545371E-1,-6.165919304E-1,-5.365807414E-1
4.854004702E2,2.722517848E-1,-7.486532629E-2,4.827232361E-1
4.856501652E2,-2.251708806E-1,3.976341486E-1,7.696982473E-2
4.858998602E2,-1.231604815E0,8.682153821E-1,-8.068563938E-1
4.861495552E2,-4.113187790E-1,-4.189942479E-1,3.723294735E-1
4.863992502E2,4.482494295E-1,-3.078044057E-1,-6.320225596E-1
4.866489462E2,1.009117126E0,-3.832013309E-1,1.960337758E-1
4.868986415E2,9.441479295E-2,6.189484596E-1,1.437522564E-2
4.871483365E2,-3.145612776E-1,4.981112778E-1,-3.231316507E-1
4.873980325E2,-8.222000599E-1,-1.000560522E0,2.642249167E-1
4.876477275E2,-3.335675001E-1,-4.783871770E-1,-2.059271187E-1
4.878974221E2,1.488621950E0,3.013293445E-1,5.450644344E-2
4.881471181E2,-9.076693058E-1,6.153514385E-1,-2.646012604E-1
4.883968131E2,1.564595699E-1,6.743553281E-1,8.295148015E-1
4.886465081E2,-9.333035946E-1,-6.790524125E-1,-1.661080718E-1
4.888962041E2,-3.743187785E-1,-2.590874434E-1,-9.269600362E-2
4.891458991E2,1.042750478E0,-1.668111801E0,4.183779657E-2
4.893955951E2,-2.599234693E-3,8.640806675E-1,6.920035928E-2
4.896452901E2,2.225601524E-1,4.164843634E-2,6.329685450E-2
4.898949850E2,-5.352916121E-1,-1.617082477E0,-4.651999772E-1
4.901446810E2,-2.692982852E-1,-1.779077798E-1,2.310202569E-1
4.903943760E2,4.253592193E-1,-1.215725303E0,-5.461759567E-1
4.906440720E2,1.158329919E-1,-7.661573291E-1,2.213786095E-1
4.908937670E2,-3.604715168E-1,8.366472721E-1,-3.889778629E-2
4.911434630E2,-8.758258224E-1,1.139945164E-1,-6.018232107E-1
4.913931580E2,-7.696491480E-1,-1.933579087E0,2.592315674E-1
4.916428540E2,-5.555814505E-1,-9.031195045E-1,1.529636085E-1
4.918925488E2,1.318776131E0,-1.455672145E0,1.514061987E-1
4.921422447E2,-5.207477808E-1,3.002158925E-2,-4.211467505E-2
4.923919397E2,-4.155602753E-1,1.675714999E-1,8.961752653E-1
4.926416357E2,-4.738420248E-1,-3.193276525E-1,-8.926721662E-2
4.928913315E2,-2.269222289E-1,-6.600799561E-1,1.793081127E-2
4.931410275E2,8.232180476E-1,-5.346233249E-1,3.629657626E-2
4.933907225E2,4.141620994E-1,2.558522224E-1,9.410189092E-2
4.936404185E2,-2.456842959E-1,2.719250917E-1,-9.396487474E-2
4.938901135E2,-5.933693647E-1,4.107566178E-1,-3.193971813E-1
4.941398090E2,-6.266914010E-1,-3.271388113E-1,1.964657754E-1
4.943895040E2,-2.956951261E-1,5.514376163E-1,-1.613362283E-1
4.946392000E2,1.560829163E0,4.572204351E-1,2.826811969E-1
4.948888960E2,-9.290814400E-1,4.345694780E-1,-4.907468557E-1
4.951385907E2,1.433276832E-1,-3.966123164E-1,-1.396088004E-1
4.953882867E2,-5.607438087E-1,6.808958948E-2,2.927583158E-1
4.956379817E2,-5.529891253E-1,-7.706375718E-1,-6.977472901E-1
4.958876777E2,1.234336376E0,-1.371704817E0,-3.945963681E-1
4.961373749E2,7.235829253E-3,2.271324873E0,-3.034724295E-1
4.963870709E2,-5.123878121E-1,-2.087087631E0,-2.083682775E0
4.966367659E2,-6.764207482E-1,-1.010819316E0,-4.286986887E-1
4.968864619E2,-5.635844171E-2,1.222512797E-1,1.664349437E-2
4.971361555E2,-8.125700057E-2,9.007213712E-1,-5.900034904E-1
4.973858515E2,-3.386572897E-1,-4.486763477E-1,3.302343786E-1
4.976355475E2,-7.660678029E-1,4.486846030E-1,-7.925301194E-1
4.978852425E2,-2.261799127E-1,1.672136486E-1,-2.970774472E-1
4.981349425E2,-2.869527340E0,-1.843548536E0,2.395167589E0
4.983846375E2,-4.883981943E-1,5.904475212E0,-1.435612082E0
4.986343335E2,-2.071892470E-1,-2.008467019E-1,1.142496705E0
4.988840295E2,1.530720592E0,-3.554524481E-1,-9.895616025E-2
4.991337211E2,5.851360559E-1,-6.759250909E-2,4.375694990E-1
4.993834171E2,3.678347170E-1,3.517011404E-1,3.507325649E-1
4.996331131E2,-3.554419279E-1,-8.246385306E-2,1.310324967E-1
4.998828091E2,-1.963425994E0,-4.148523808E0,2.524222851E0
5.001325054E2,-1.915348768E0,-1.447297931E-1,1.869104624E0
5.003822004E2,7.542880177E-1,1.337000847E0,-1.131133795E0
5.006318964E2,2.565377235E0,2.214427233E0,-1.006287336E0
5.008815924E2,2.047268867E0,2.530853271E0,4.214068949E-1
5.011312882E2,-4.185742855E0,-3.724620581E0,7.197872549E-2
5.013809842E2,-2.358797312E0,-4.248192906E-1,1.059615493E0
5.016306803E2,4.669295847E-1,5.391178131E-1,2.952154875E-1
5.018803763E2,3.723698854E0,1.527245641E0,-1.232290983E0
5.021300719E2,3.144902706E0,1.671261191E0,4.417448342E-1
5.023797679E2,-2.553332806E0,-2.355128050E0,1.000437021E0
5.026294639E2,-3.078001499E0,-5.732322335E-1,5.140792131E-1
5.028791599E2,-5.529377609E-2,6.907857955E-2,-1.775720865E-1
5.031288565E2,4.126698494E0,1.987545729E0,-1.624732614E0
5.033785525E2,3.162777901E0,1.786296964E0,-2.164266407E-1
5.036282485E2,-2.873178720E0,-3.403843164E0,1.252581954E0
5.038779445E2,-3.738640070E0,-2.141075134E0,2.082964659E0
5.041276413E2,-1.689697146E0,-1.134631038E0,5.481716990E-1
5.043773372E2,3.784946442E0,4.536316395E-1,-1.866093159E0
5.046270342E2,3.533732176E0,3.576704979E0,-1.618494391E0
5.048767302E2,-2.021459579E0,-1.535761714E0,1.009317994E0
5.051264277E2,-3.881133795E0,-1.619206667E0,1.889089584E0
5.053761238E2,-2.038677216E0,2.678659558E-1,4.660766423E-1
5.056258208E2,3.024536610E0,-2.912007868E-1,-9.734217525E-1
5.058755168E2,3.632085323E0,3.290549994E0,-1.935928583E0
5.061252135E2,6.088653803E-1,1.068069115E-1,1.599438041E-1
5.063749105E2,-3.189231873E0,-3.708065987E0,1.474305749E0
5.066246075E2,-2.062580585E0,-2.922982275E-1,9.844639301E-1
5.068743035E2,1.291102409E0,7.189542800E-2,1.673298329E-1
5.071240040E2,3.236602783E0,2.588125229E0,-2.105731487E0
5.073737010E2,9.710356593E-1,8.160278797E-1,1.204688028E-1
5.076233980E2,-3.671161890E0,-4.126399040E0,3.193687916E0
5.078730950E2,-1.998356581E0,1.051272869E0,8.209822178E-1
5.081227925E2,5.296090841E-1,-3.159655035E-1,-1.168996245E-1
5.083724895E2,2.099669456E0,-1.306695700E0,-7.561257482E-1
5.086221865E2,7.043026686E-1,-3.754647449E-2,-4.572608471E-1
5.088718835E2,-2.473205328E0,6.604281813E-2,1.149645925E0
5.091215770E2,-2.286786556E0,5.027382374E-1,1.318535089E0
5.093712740E2,1.717000604E-1,-1.407189965E-1,-2.525049746E-1
5.096209710E2,2.826547146E0,-9.316104054E-1,-3.091163874E0
5.098706680E2,1.840468764E0,7.707358003E-1,-1.684616446E0
5.101203654E2,-1.432241321E0,-3.549036086E-1,2.530190468E0
5.103700624E2,-2.772776604E0,-2.634816468E-1,2.100128651E0
5.106197594E2,-1.887289762E0,1.257018894E-1,1.291247830E-2
5.108694574E2,3.598476171E0,-7.531983256E-1,-3.073162079E0
5.111191543E2,2.617800236E0,1.240059972E0,-2.587451220E0
5.113688513E2,-1.043657541E0,1.094051450E-1,1.821161151E0
5.116185482E2,-3.310353994E0,-4.143811390E-2,2.242716312E0
5.118682462E2,-2.446821451E0,-5.895613432E-1,7.818682194E-1
5.121179429E2,3.239529133E0,5.936288834E-2,-2.402800322E0
5.123676399E2,2.767568588E0,2.899491310E0,-2.737384319E0
5.126173379E2,-7.194190025E-1,-5.825200081E-1,1.379345536E0
5.128670349E2,-3.045893192E0,-8.983740807E-1,2.520022631E0
5.131167364E2,-1.604690552E0,-1.511708498E-1,1.057178259E0
5.133664334E2,2.298122883E0,4.077946544E-1,-1.465467930E0
5.136161314E2,2.304530859E0,1.313569784E0,-2.865117311E0
5.138658284E2,4.962317348E-1,3.570590019E-1,8.306237310E-2
5.141155225E2,-2.315695047E0,-1.861804128E0,3.377460003E0
5.143652195E2,-1.776201606E0,6.198170781E-2,1.295428395E0
5.146149175E2,1.148823738E0,1.229159355E0,-8.581407070E-1
5.148646145E2,3.166847706E0,2.264593124E0,-2.988103867E0
5.151143132E2,1.218438148E0,4.543284178E-1,-1.582150757E-1
5.153640102E2,-3.264501572E0,-2.314229250E0,2.683880091E0
5.156137082E2,-1.798279881E0,7.150380015E-1,1.056566596E0
5.158634052E2,4.381303191E-1,3.773772418E-1,-1.942777336E-1
5.161131032E2,2.886273623E0,3.714477420E-1,-1.956428528E0
5.163628012E2,1.854187250E0,1.111679196E0,-8.262288570E-1
5.166124982E2,-2.390846252E0,-2.106059313E0,2.042206526E0
5.168621963E2,-1.982488632E0,2.898658812E-1,9.800785780E-1
5.171118934E2,-1.204469129E-1,1.458678544E-1,-5.266165361E-2
5.173615904E2,3.228279352E0,-2.869285345E-1,-1.408730268E0
5.176112884E2,2.789665461E0,2.449980021E0,-1.409544230E0
5.178609864E2,-2.497704268E0,-1.856947660E0,1.230409622E0
5.181106839E2,-3.054439545E0,-4.803462885E-3,1.339733124E0
5.183603819E2,-1.556962967E0,-3.719106019E-1,2.752942145E-1
5.186100799E2,3.453988552E0,-5.417335629E-1,-1.466619611E0
5.188597769E2,2.747241259E0,3.523669958E0,-1.752335906E0
5.191094743E2,-5.828585029E-1,9.821590781E-2,6.309501529E-1
5.193591723E2,-4.243320942E0,-2.249175310E0,1.440418005E0
5.196088693E2,-1.478409171E0,-2.428330481E-1,4.557214677E-1
5.198585673E2,2.895057440E0,5.394574404E-1,-8.441197872E-1
5.201082653E2,3.276024342E0,2.708709717E0,-1.484049559E0
5.203579633E2,1.756690741E-1,5.070562959E-1,-3.388396502E-1
5.206076603E2,-2.568566322E0,-1.752138734E0,9.052361846E-1
5.208573583E2,-2.438499689E0,-1.987256885E0,1.592244983E0
5.211070569E2,6.166099310E-1,1.447361261E-1,-2.858554423E-1
5.213567549E2,3.102120638E0,1.267935514E0,-1.647799850E0
5.216064519E2,6.039380431E-1,5.256816745E-1,-5.884785578E-2
5.218561499E2,-2.182205439E0,-1.773288608E0,1.737360001E0
5.221058516E2,-1.694944382E0,-1.015739799E0,9.737676382E-1
5.223555486E2,1.215460658E0,-2.377288193E-1,-1.767523587E-1
5.226052466E2,3.316379309E0,-4.090963602E-1,-1.778602719E0
5.228549446E2,1.694281936E0,1.861580253E0,-7.209535837E-1
5.231046389E2,-2.222554207E0,-1.788518786E0,1.424906254E0
5.233543369E2,-2.559815168E0,-5.970863104E-1,1.332061529E0
5.236040339E2,2.629140019E-1,-7.949185967E-1,4.449053407E-1
5.238537319E2,3.877347708E0,-1.098468184E0,-1.252352476E0
5.241034299E2,1.639951825E0,2.449203253E0,-2.548914909E0
5.243531269E2,-1.131617188E0,1.553576589E-1,9.554969668E-1
5.246028249E2,-2.895655394E0,-1.176537037E0,1.939536214E0
5.248525229E2,-2.277029753E0,3.785202801E-1,4.335954785E-1
5.251022210E2,2.788451672E0,-4.785868824E-1,-1.281686068E0
5.253519180E2,2.147384644E0,1.579135060E0,-2.571422338E0
5.256016160E2,2.449441515E-2,1.148807168E0,-5.274716020E-2
5.258513140E2,-3.491992235E0,-1.525925517E0,1.997799397E0
5.261010119E2,-1.925886631E0,2.923438549E-1,6.640811563E-1
5.263507089E2,2.003143072E0,-1.922424287E-1,-4.045424759E-1
5.266004069E2,2.191478252E0,1.717390567E-1,-2.768292904E0
5.268501049E2,1.927323580E0,2.084333897E0,-6.179201007E-1
5.270998014E2,-3.960293770E0,-1.920491934E0,1.663451314E0
5.273494994E2,-1.942767024E0,7.003037930E-1,7.869442105E-1
5.275991974E2,-1.760833263E0,-4.617508650E-1,7.879677415E-2
5.278488954E2,3.717475891E0,6.993042231E-1,-1.033313155E0
5.280985928E2,2.184700489E0,6.340080500E-1,-2.368944645E0
5.283482908E2,-1.802920699E0,-4.921379983E-1,1.091381550E0
5.285979888E2,-3.092461109E0,7.700855285E-2,-2.615707554E-2
5.288476858E2,-3.884450436E0,-1.328508615E0,5.469923615E-1
5.290973840E2,4.085221291E0,9.502764344E-1,-1.107457161E0
5.293470820E2,2.432197332E0,2.672327518E0,-1.851383090E0
5.295967790E2,-2.201524258E0,-1.157703161E0,1.047749162E0
5.298464770E2,-3.227974653E0,-3.288872242E-1,1.201584816E0
5.300961746E2,-2.004057169E0,-1.541526079E0,5.061529875E-1
5.303458716E2,3.381181002E0,1.909942478E-1,-1.441060185E0
5.305955696E2,2.549457550E0,2.495906115E0,-1.593517423E0
5.308452676E2,-1.910226703E0,-2.109398365E0,1.538524032E0
5.310949662E2,-3.355460882E0,-3.759728670E-1,1.020737052E0
5.313446632E2,-2.169444323E0,-1.567720026E-1,1.554896981E-1
5.315943612E2,3.419518471E0,6.258072853E-1,-6.255295277E-1
5.318440592E2,3.118752003E0,1.842164278E0,-1.237122655E0
5.320937561E2,-2.270480871E0,-1.194129825E0,1.581100821E0
5.323434541E2,-3.421832800E0,6.959236860E-1,5.235972404E-1
5.325931521E2,-9.459671378E-1,-5.566000938E-2,3.013086021E-1
5.328428491E2,3.484893322E0,-3.251285255E-1,-7.042425275E-1
5.330925472E2,2.790210247E0,1.729766369E0,-1.107179761E0
5.333422452E2,-2.082082987E0,-6.819862127E-1,1.711600542E0
5.335919422E2,-2.084233999E0,1.998506635E-1,8.649719954E-1
5.338416402E2,-1.817319393E0,4.474721849E-1,-2.272663713E-1
5.340913377E2,3.447043419E0,-1.708503604E0,-1.393835902E0
5.343410347E2,2.530512810E0,-2.055991292E-1,-2.018992186E0
5.345907328E2,-1.946771145E0,-1.469745189E-1,1.967723131E0
5.348404307E2,-2.931982994E0,-4.643507004E-1,1.998601437E0
5.350901272E2,4.453508258E-1,-2.540030777E-1,-7.318212092E-2
5.353398252E2,3.771925211E0,-2.074414968E0,-1.544803262E0
5.355895233E2,1.431215286E0,-6.162108481E-2,-1.112193465E0
5.358392203E2,-2.271930695E0,1.401972920E-1,2.492631197E0
5.360889186E2,-2.474189043E0,4.940116107E-1,1.313254476E0
5.363386166E2,2.918080688E-1,4.236647785E-1,-3.420205116E-1
5.365883136E2,3.646245956E0,-2.349346876E0,-1.425238729E0
5.368380116E2,1.551675320E0,6.395224929E-1,-1.736718297E0
5.370877100E2,8.045269847E-1,-3.004296422E-1,2.262951851E0
5.373374070E2,-1.424032927E0,-5.231520534E-1,2.885087490E0
5.375871050E2,-2.764305174E-1,1.841673627E-2,-5.576874614E-1
5.378368030E2,2.688897848E0,-1.290444732E0,-2.390995264E0
5.380865001E2,2.048061371E0,1.013079882E-1,-1.931387663E0
5.383361981E2,-1.837815285E0,1.041444302E0,2.483801126E0
5.385858961E2,-1.532227039E0,9.368908405E-1,1.757261038E0
5.388355931E2,-7.563032508E-1,-1.408180833E0,2.222303152E-1
5.390852913E2,2.700050116E0,-5.205370188E-1,-3.231273651E0
5.393349892E2,1.332439661E0,1.775384188E0,-2.744148970E0
5.395846862E2,-2.144931257E-1,7.217475772E-2,1.972146392E0
5.398343842E2,-2.800119162E0,-1.755649596E-1,3.290129662E0
5.400840825E2,-8.307715654E-1,1.657075435E-1,1.466443092E-1
5.403337795E2,3.054610252E0,-2.129638791E-1,-2.488164663E0
5.405834775E2,1.067292929E0,1.329035878E0,-4.112535954E0
5.408331755E2,-7.272130251E-1,9.370486140E-1,7.062126994E-1
5.410828713E2,-3.269380808E0,-3.062148392E-1,3.353193998E0
5.413325693E2,-4.012961864E0,1.946236968E0,8.721265793E-1
5.415822673E2,2.248739004E0,6.151798964E-1,-1.285627723E0
5.418319643E2,3.055336237E0,6.916002184E-2,-3.165149927E0
5.420816633E2,1.658631116E-1,1.456784904E-1,2.111826688E-1
5.423313613E2,-2.152068138E0,1.002003103E-1,3.599538803E0
5.425810593E2,-2.241631269E0,1.344733000E0,9.904921055E-1
5.428307563E2,1.645326376E0,-9.318919480E-2,-9.928000569E-1
5.430804539E2,2.411148071E0,1.183922403E-2,-3.312168598E0
5.433301519E2,7.446851134E-1,6.680471301E-1,-4.957727790E-1
5.435798489E2,-2.849376202E0,-6.283129454E-1,3.703481674E0
5.438295469E2,-2.917450190E0,1.197692871E0,1.004427910E0
5.440792449E2,1.932484627E0,4.687739015E-1,-6.547492743E-1
5.443289419E2,3.931491613E0,-9.451646805E-1,-2.535115242E0
5.445786399E2,1.904975295E0,2.749556601E-1,-1.203585744E0
5.448283379E2,-2.786708355E0,-1.453746676E0,3.572388649E0
5.450780344E2,-2.365451813E0,9.229490161E-1,9.101356864E-1
5.453277324E2,5.734489560E-1,1.029552341E0,2.552141845E-1
5.455774304E2,3.684411764E0,-3.614495695E-1,-2.800898790E0
5.458271274E2,2.115735292E0,2.939260006E-1,-1.369885683E0
5.460768255E2,-2.368837357E0,-5.445542932E-1,4.396380901E0
5.463265235E2,-1.779016733E0,1.342575908E0,1.101693988E0
5.465762205E2,3.500780165E-1,-3.210874498E-1,-5.110220909E-1
5.468259185E2,3.319549561E0,-2.133610725E0,-2.577237129E0
5.470756167E2,2.168049574E0,-8.561535478E-1,-2.599807501E0
5.473253147E2,-1.371883750E0,1.164282918E0,4.333200455E0
5.475750117E2,-2.001257420E0,1.934796572E0,9.883452654E-1
5.478247098E2,-6.188706756E-1,-8.485940695E-1,8.066071868E-1
5.480744082E2,3.586126089E0,-1.248627782E0,-2.662841082E0
5.483241052E2,1.619230866E0,5.645338297E-1,-2.180463791E0
5.485738032E2,-2.335464478E0,3.570356667E-1,3.248060465E0
5.488235013E2,-2.690138340E0,1.120202780E0,1.541262388E0
5.490731985E2,-4.299792945E-1,-5.359994173E-1,4.091895819E-1
5.493228965E2,3.821913242E0,-1.114201188E0,-2.594338179E0
5.495725945E2,1.716035485E0,5.864560008E-1,-2.619423866E0
5.498222915E2,-2.379467010E0,3.464630246E-1,2.793876171E0
5.500719888E2,-2.722177505E0,1.625637650E0,1.018091083E0
5.503216867E2,-1.661240578E0,-5.501950979E-1,1.081170678E0
5.505713847E2,3.329780102E0,-9.897184968E-1,-2.052329063E0
5.508210817E2,2.112252474E0,7.716637850E-1,-3.154862404E0
5.510707793E2,-1.774490356E0,4.312790036E-1,2.327146530E0
5.513204773E2,-2.139835835E0,4.016960859E-1,1.366954923E0
5.515701742E2,-2.683462381E0,-5.712447762E-1,1.092253566E0
5.518198722E2,3.072824717E0,-5.629183054E-1,-2.111344576E0
5.520695705E2,1.834547520E0,3.097041547E-1,-3.243295670E0
5.523192675E2,-1.704072833E0,5.763879418E-1,1.764493704E0
5.525689655E2,-2.823968410E0,5.617802143E-1,1.480471492E0
5.528186635E2,-2.562958479E0,6.178958416E-1,1.322356105E0
5.530683607E2,2.946397066E0,6.997094154E-1,-1.337054849E0
5.533180587E2,2.380972862E0,-1.084422946E0,-4.195754528E0
5.535677567E2,-6.652076244E-1,1.962111145E-1,1.223192692E0
5.538174537E2,-3.883610725E0,4.786597788E-1,3.684798717E0
5.540671524E2,-1.495473385E0,9.763079882E-1,1.035818815E0
5.543168504E2,2.551165342E0,-3.384512365E-1,-5.210338235E-1
5.545665484E2,2.499808311E0,-1.445292830E0,-3.323845148E0
5.548162454E2,1.670606971E0,-5.389244482E-2,-1.588146687E0
5.550659426E2,-3.017751217E0,-1.220373586E-1,5.079377651E0
5.553156406E2,-3.362486601E0,3.283208609E0,7.582026124E-1
5.555653376E2,-2.999824524E0,7.312259078E-1,2.467983246E0
5.558150356E2,5.076422691E0,-7.121258974E-2,-2.419757128E0
5.560647335E2,2.214802027E0,4.157962322E0,-1.909400582E0
5.563144305E2,-2.564883232E0,-2.004806280E0,8.360617161E-1
5.565641285E2,-4.366098881E0,-1.704457760E0,1.774848700E0
5.568138265E2,-1.592585206E0,2.039578259E-1,3.703581095E-1
5.570635250E2,3.697339296E0,7.251229882E-1,-1.194774508E0
5.573132220E2,2.674943209E0,3.384555340E0,-1.914382100E0
5.575629200E2,-1.363271713E0,-8.734680414E-1,7.100061774E-1
5.578126180E2,-4.014788151E0,-2.329857588E0,1.719384909E0
5.580623145E2,-1.355980396E0,-2.635238469E-1,7.749613523E-1
5.583120125E2,2.796595097E0,1.101495743E0,-5.889477134E-1
5.585617105E2,3.833076715E0,2.266328335E0,-5.261773467E-1
5.588114085E2,5.178930163E-1,1.054280922E-1,9.189629555E-2
5.590611063E2,-4.509426117E0,-3.479365826E0,1.685021996E0
5.593108043E2,-1.397166252E0,-5.805485249E-1,5.391238928E-1
5.595605023E2,1.643642426E0,1.739781350E-1,-1.978188306E-1
5.598101993E2,4.825124741E0,1.926172614E0,-1.485659242E0
5.600598965E2,1.506190181E0,1.180596113E0,-3.016726673E-1
5.603095945E2,-3.751961946E0,-3.083515406E0,1.404065490E0
5.605592915E2,-2.868042231E0,-7.747479081E-1,5.057538152E-1
5.608089895E2,-1.743057370E-1,-1.936045289E-1,3.452515900E-1
5.610586874E2,3.926309586E0,1.549552441E0,-1.540466189E0
5.613083854E2,2.850440979E0,3.412124634E0,-8.313692808E-1
5.615580824E2,1.409338862E-1,-1.708471328E-1,-5.721679330E-2
5.618077804E2,-4.866623133E-2,-2.753250122E0,-4.067194089E-2
5.620574787E2,-4.613581657E0,-3.324810982E0,2.604361296E0
5.623071757E2,-4.819336832E-1,1.041599870E0,-8.298280835E-2
5.625568737E2,3.403767586E0,-8.130552620E-2,-2.296086550E0
5.628065717E2,8.832681775E-1,1.036796212E0,-1.420595407E0
5.630562690E2,-2.746308804E0,-3.492237926E-1,3.491039753E0
5.633059670E2,-1.767868042E0,8.732777834E-1,1.592116714E0
5.635556650E2,1.910925746E0,-1.036860108E0,-7.903720737E-1
5.638053630E2,3.352522612E0,-1.050143123E0,-3.405191422E0
5.640550601E2,1.209867954E0,1.578220278E-1,-1.072959781E0
5.643047581E2,-2.410911560E0,1.331291795E0,3.871615171E0
5.645544561E2,-3.224506855E0,9.353711605E-1,2.200470448E0
5.648041531E2,8.091821671E-1,-1.871263534E-1,1.325867623E-1
5.650538507E2,3.711768627E0,-6.046971679E-1,-3.309247732E0
5.653035487E2,1.468486190E0,1.205603004E0,-1.684606671E0
5.655532457E2,-2.367290735E0,-4.171773195E-1,3.814097404E0
5.658029437E2,-1.914466619E0,1.477479577E0,2.326441765E0
5.660526417E2,1.090588570E0,1.025015235E0,-1.442391634E0
5.663023397E2,4.378464699E0,-1.184565783E0,-3.591489553E0
5.665520368E2,2.855132580E0,-9.082199633E-2,-2.401216507E0
5.668017347E2,-2.008349180E0,8.464210033E-1,4.532622814E0
5.670514336E2,-2.073254824E0,2.784364939E0,1.069635272E0
5.673011306E2,6.111742258E-1,6.221463680E-1,-1.322661191E-1
5.675508286E2,4.983879089E0,-2.380248785E0,-3.050544977E0
5.678005266E2,1.159275532E0,8.918084502E-1,-2.462412834E0
5.680502229E2,-2.241773605E0,7.735542655E-1,3.652050257E0
5.682999209E2,-2.104626179E0,1.053707719E0,2.362480879E0
5.685496189E2,-1.320177317E-1,5.683354139E-1,-1.681450307E-1
5.687993159E2,3.659443855E0,-1.016965508E0,-3.669783831E0
5.690490145E2,1.210494637E0,1.096552372E0,-2.011110544E0
5.692987125E2,-1.560078025E0,9.300906211E-2,3.744890690E0
5.695484105E2,-1.991062880E0,1.493116021E0,2.104306936E0
5.697981075E2,-8.682802320E-1,-3.978148997E-1,7.173701525E-1
5.700478049E2,3.698696613E0,-2.025890827E0,-3.103667974E0
5.702975029E2,1.458312750E0,2.782765031E-1,-2.867003441E0
5.705471999E2,-9.971572757E-1,1.723592728E-1,3.091087341E0
5.707968979E2,-1.852786183E0,9.174215198E-1,2.247935772E0
5.710465954E2,-4.576432705E-1,-3.812413216E-1,6.579599977E-1
5.712962924E2,2.703732967E0,-9.702296853E-1,-3.381195784E0
5.715459904E2,1.602313876E0,6.774881482E-2,-3.059145689E0
5.717956884E2,-1.951628089E0,9.795928746E-2,2.601874113E0
5.720453858E2,-2.712635994E0,1.409487367E0,1.053128600E0
5.722950838E2,-3.022115707E0,1.926724911E0,1.244250894E0
5.725447818E2,3.552995443E0,-8.079167008E-1,-1.176651001E0
5.727944788E2,2.648599148E0,7.160959244E-1,-3.388348579E0
5.730441779E2,-2.963998914E-1,7.008185387E-1,1.427202344E0
5.732938759E2,-4.209055901E0,-8.514580131E-1,2.548345089E0
5.735435729E2,-3.883140087E0,6.163725853E-1,6.560204625E-1
5.737932709E2,3.033864021E0,8.314073086E-1,-1.038273931E0
5.740429677E2,2.563016891E0,1.757100224E-1,-3.896535873E0
5.742926648E2,-9.049998522E-1,2.375689894E-1,1.023912072E0
5.745423627E2,-3.241336107E0,-5.185239315E-1,2.765761137E0
5.747920607E2,-2.513875008E0,7.534354180E-2,1.787383914E0
5.750417577E2,2.716945648E0,3.773777783E-1,-1.270004869E0
5.752914558E2,2.231324434E0,1.184254587E-1,-3.674896002E0
5.755411538E2,-1.750711054E-1,-3.343340382E-2,7.592678070E-1
5.757908507E2,-2.695708036E0,-4.047115743E-1,4.037591934E0
5.760405497E2,-2.592565536E0,9.500317574E-1,1.315324068E0
5.762902467E2,2.583713770E0,6.162198782E-1,-1.235820055E0
5.765399447E2,2.112961054E0,4.175264761E-2,-3.376298428E0
5.767896427E2,4.146016389E-2,9.944120795E-2,-2.499293685E-1
5.770393429E2,-2.485311985E0,-3.080482185E-1,3.999313831E0
5.772890409E2,-2.404024601E0,1.037526250E0,1.541895747E0
5.775387389E2,2.374347925E0,4.681989551E-1,-1.100587368E0
5.777884359E2,3.011886835E0,-1.463603258E0,-3.260915041E0
5.780381302E2,1.162730604E-1,-7.691690326E-2,3.914900124E-1
5.782878272E2,-2.717382193E0,6.076459289E-1,3.065598249E0
5.785375252E2,-2.476943016E0,1.320535421E0,1.523138165E0
5.787872223E2,1.407679081E0,4.754178524E-1,-5.977266431E-1
5.790369200E2,3.067448616E0,-1.372682571E0,-3.558721542E0
5.792866180E2,1.238592744E0,-3.629311025E-1,-4.128326178E-1
5.795363150E2,-3.642704964E0,7.438445687E-1,4.374795437E0
5.797860130E2,-2.053298235E0,7.716991901E-1,1.027234077E0
5.800357136E2,1.261679411E0,-2.779046539E-3,-3.852767348E-1
5.802854116E2,3.169051409E0,-1.029520512E0,-2.323845387E0
5.805351086E2,1.651789546E0,3.109150529E-1,-1.720926642E0
5.807848066E2,-3.328460455E0,7.403243184E-1,3.655454397E0
5.810345000E2,-1.690666318E0,1.623668909E0,1.089013100E0
5.812841980E2,-2.388303727E-2,-1.044549704E0,4.587576687E-1
5.815338950E2,3.516788721E0,-1.743566632E0,-2.462407827E0
5.817835930E2,1.259637117E0,1.297254324E0,-6.954316497E-1
5.820332900E2,-1.611920953E0,-7.378074527E-1,2.837069750E0
