Time;x;y;z
7.165725150E1;3.154972076E1;-7.511283875E1;-2.154928589E1
7.190694150E1;3.146013641E1;-7.518197632E1;-2.096112061E1
7.215663150E1;3.112417984E1;-7.497357178E1;-2.153518677E1
7.240632250E1;3.136785889E1;-7.523055267E1;-2.149392700E1
7.265601300E1;3.134979248E1;-7.528360748E1;-2.109588623E1
7.290570300E1;3.159514999E1;-7.537669373E1;-2.120080566E1
7.315539300E1;3.141035080E1;-7.494533539E1;-2.168688965E1
7.340508300E1;3.122618866E1;-7.507074738E1;-2.136923218E1
7.365477342E1;3.134801483E1;-7.533216858E1;-2.108627319E1
7.390446342E1;3.137742233E1;-7.527793884E1;-2.110504150E1
7.415415342E1;3.128679657E1;-7.547563934E1;-2.039263916E1
7.440384342E1;3.126185226E1;-7.520336914E1;-2.148223877E1
7.465353400E1;3.144307709E1;-7.547332764E1;-2.079559326E1
7.490322500E1;3.144294739E1;-7.519044495E1;-2.069348145E1
7.515291500E1;3.098054886E1;-7.545257568E1;-2.113989258E1
7.540260500E1;3.128528976E1;-7.540563965E1;-2.052090454E1
7.565229429E1;3.161376953E1;-7.525115967E1;-2.048321533E1
7.590198429E1;3.162072754E1;-7.513725281E1;-2.062142944E1
7.615167529E1;3.156436539E1;-7.529791260E1;-2.081854248E1
7.640136529E1;3.149824905E1;-7.508712769E1;-2.119610596E1
7.665105588E1;3.103791809E1;-7.522589111E1;-2.091561890E1
7.690074587E1;3.139862823E1;-7.540438843E1;-2.053039551E1
7.715043687E1;3.126792908E1;-7.542512512E1;-2.057559204E1
7.740012688E1;3.120135880E1;-7.537361908E1;-2.077404785E1
7.764981637E1;3.126987076E1;-7.538858795E1;-2.056127930E1
7.789950637E1;3.134048843E1;-7.521652222E1;-2.035388184E1
7.814919737E1;3.125559616E1;-7.531970978E1;-2.053506470E1
7.839888738E1;3.127300262E1;-7.531167603E1;-2.082333374E1
7.864857750E1;3.135214615E1;-7.527328491E1;-2.120199585E1
7.889826750E1;3.145427704E1;-7.520205688E1;-2.080902100E1
7.914795850E1;3.132137680E1;-7.529154205E1;-2.149859619E1
7.939764850E1;3.122772598E1;-7.549674988E1;-2.101629639E1
7.964733837E1;3.143502808E1;-7.546753693E1;-2.119778442E1
7.989702837E1;3.148499298E1;-7.499600220E1;-2.146282959E1
8.014671937E1;3.145214081E1;-7.507239532E1;-2.161071777E1
8.039640938E1;3.167148209E1;-7.514019012E1;-2.054141235E1
8.064609954E1;3.089290619E1;-7.538295746E1;-2.089413452E1
8.089578954E1;3.137602615E1;-7.507154846E1;-2.074862671E1
8.114548054E1;3.136532211E1;-7.507791138E1;-2.078842163E1
