"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.238633139E2,-8.857081604E-1,-1.499970795E1,-1.572180634E0
7.241130049E2,1.753169266E1,1.148022675E1,2.833008728E0
7.243626969E2,3.220223511E1,1.777703247E1,1.110675339E1
7.246123879E2,-1.983225861E0,-1.628568375E1,-6.015989685E-1
7.248620799E2,1.910851364E1,1.157333313E1,1.852547607E0
7.251117710E2,2.020962387E1,1.544697784E1,7.392826538E0
7.253614630E2,-7.087760925E-1,-1.317425400E1,-1.670526123E-1
7.256111550E2,2.405842026E1,8.853040009E0,2.595752106E0
7.258608460E2,2.071317673E1,1.272324188E1,1.103699844E1
7.261105384E2,-2.270628204E0,-1.744622040E1,-1.354084167E0
7.263602294E2,3.825370102E1,6.359375610E0,4.842430115E-1
7.266099214E2,7.097191315E0,9.032067719E0,8.079448700E0
7.268596124E2,-2.993774414E-1,-1.305330551E1,-9.758207703E-1
7.271093024E2,4.567107651E1,1.109088638E1,8.696465607E0
7.273589944E2,8.218210144E0,1.042552002E1,6.446344757E0
7.276086854E2,2.498304749E-1,-1.326960571E1,-1.219963074E0
7.278583774E2,3.753444672E1,1.278311737E1,1.164473465E1
7.281080693E2,4.069138184E0,9.500443726E0,5.631289673E0
7.283577602E2,-1.682800598E0,-9.402547302E0,-1.665586395E0
7.286074522E2,4.384382629E1,1.582673813E1,1.016401382E1
7.288571432E2,1.155896301E0,9.404343567E0,5.150938568E0
7.291068343E2,-6.855743408E-2,-6.329587555E0,-2.251617737E0
7.293565263E2,4.413317459E1,6.481970673E0,7.396568756E0
7.296062172E2,1.491348724E0,1.358200607E1,8.402177582E0
7.298559082E2,3.320095825E0,-2.514321442E0,4.436773682E-1
7.301056002E2,3.948923172E1,4.685556335E0,5.752387848E0
7.303552912E2,-1.932331696E0,1.400787048E1,5.051395569E0
7.306049822E2,5.845045166E0,-8.984317017E-1,4.122427368E-1
7.308546732E2,3.509856216E1,3.428171082E0,3.494183807E0
7.311043642E2,-5.212460632E0,1.134445908E1,6.683601379E0
7.313540552E2,8.251740417E0,9.083111572E-1,9.985734558E-1
7.316037463E2,2.941607895E1,-8.964857483E-1,4.994364166E0
7.318534373E2,-4.759203186E0,1.237282059E1,5.046306152E0
7.321031282E2,1.649913986E1,4.522395630E0,3.837420044E0
7.323528180E2,1.575818069E1,-9.758207703E-1,2.799777832E0
7.326025090E2,-4.304448853E0,1.079105988E1,2.298170929E0
7.328522000E2,1.892649216E1,1.089464447E1,5.663921814E0
7.331018910E2,5.009931793E0,-6.489006042E0,-9.906399536E-1
7.333515812E2,-2.127675476E0,8.628656616E0,-1.893562317E-1
7.336012722E2,2.358315857E1,1.140807678E1,8.949738922E0
7.338509623E2,1.672023010E0,-9.368268585E0,-2.080822906E0
7.341006533E2,2.065704346E0,8.768016815E0,-8.855584717E-1
7.343503428E2,3.407603851E1,1.644106064E1,1.310015808E1
7.346000338E2,2.794688416E0,-8.770860901E0,5.927673340E-2
7.348497238E2,2.628384247E0,9.270970917E0,6.905140686E-1
7.350994148E2,2.514306473E1,1.638387955E1,9.257947998E0
7.353491048E2,1.498533783E0,-1.229318619E1,2.911445618E-1
7.355987948E2,8.144114227E0,1.151151169E1,1.778152313E0
7.358484858E2,2.242307098E1,1.705658066E1,1.168979095E1
7.360981758E2,6.827302551E-1,-1.157393188E1,-1.598825226E0
7.363478659E2,1.677022614E1,9.666598206E0,5.084476776E0
7.365975559E2,2.041709244E1,1.445139816E1,1.033226395E1
7.368472469E2,-8.159532166E-1,-1.363903748E1,-2.170336761E0
7.370969369E2,1.554696991E1,1.136302048E1,5.112767944E0
7.373466303E2,2.001308258E1,1.469808517E1,7.532336426E0
7.375963203E2,-3.832031250E-1,-1.156420212E1,-1.616189117E0
7.378460103E2,2.407458664E1,1.186717209E1,5.397026825E0
7.380957003E2,1.053374496E1,1.379112122E1,6.567742310E0
7.383453865E2,2.275268555E-1,-1.185444855E1,-2.165696411E0
7.385950765E2,2.475237717E1,1.162452667E1,3.372486877E0
7.388447665E2,6.904092865E0,1.342228821E1,4.521048431E0
7.390944565E2,-8.327183533E-1,-1.269165756E1,-4.649930420E0
7.393441474E2,2.909379913E1,1.090407486E1,5.813760223E0
7.395938374E2,7.709268494E0,1.054063065E1,3.684737549E0
7.398435274E2,1.451381836E0,-1.090796677E1,-1.052611084E0
7.400932164E2,2.673066330E1,1.020951920E1,3.297941895E0
7.403429063E2,5.529351654E0,1.157632690E1,5.550158386E0
7.405925963E2,4.953199768E-1,-6.663992157E0,-2.493814087E0
7.408422862E2,2.574541214E1,1.057131683E1,3.656745758E0
7.410919762E2,3.726500702E0,1.116079102E1,4.486919403E0
7.413416648E2,6.981481934E-1,-8.877888336E0,-2.757266235E0
7.415913547E2,2.913241882E1,8.165370026E0,2.648891602E0
7.418410447E2,3.622317352E0,1.101993393E1,5.732928314E0
7.420907338E2,1.992356873E-1,-6.174959106E0,-2.100432129E0
7.423404245E2,2.868634644E1,9.312584381E0,3.687132568E0
7.425901145E2,4.219275970E0,1.026550278E1,5.691614227E0
7.428398035E2,1.371747437E0,-7.382647705E0,-3.016078033E0
7.430894935E2,2.822216171E1,8.891210632E0,3.133883057E0
7.433391832E2,1.724414062E-1,1.253074219E1,6.315816193E0
7.435888722E2,2.694097595E0,-4.838089142E0,-2.330204315E0
7.438385623E2,3.223052628E1,6.280489655E0,3.879781952E0
7.440882512E2,-1.913620605E0,1.386192398E1,5.393134918E0
7.443379407E2,7.905809784E0,8.069718933E-1,-4.760101318E-2
7.445876307E2,2.385888519E1,2.491119690E0,2.183958435E0
7.448373197E2,-3.288661194E0,1.187525528E1,5.057682495E0
7.450870097E2,1.429901505E1,4.650978241E0,2.554288330E0
7.453366988E2,1.551793030E1,-4.536765747E0,-6.981481934E-1
7.455863888E2,3.261717224E-1,1.037552399E1,5.453908539E0
7.458360778E2,2.456826004E1,1.237267090E1,7.268285522E0
7.460857678E2,4.557422791E0,-1.078986237E1,-1.918410645E0
7.463354570E2,3.192710724E0,9.450298004E0,2.077230377E0
7.465851470E2,1.803838898E1,1.802985672E1,7.752229156E0
7.468348360E2,3.585493927E0,-1.033301239E1,2.207908630E-1
7.470845260E2,8.463699646E0,9.465416565E0,2.014361115E0
7.473342155E2,1.602253098E1,1.715896774E1,7.843539276E0
7.475839055E2,-3.381468201E-1,-1.149354904E1,-9.400451660E-1
7.478335955E2,1.135074600E1,1.050051407E1,1.672771454E0
7.480832845E2,1.934382431E1,1.543515244E1,9.564211121E0
7.483329726E2,1.661993866E0,-1.359907059E1,-1.535057831E0
7.485826626E2,1.761791336E1,1.100391724E1,2.141596527E0
7.488323516E2,1.353021378E1,1.391910507E1,6.830595703E0
7.490820416E2,3.474275208E-1,-1.086455704E1,-1.232237549E0
7.493317312E2,2.447201019E1,1.072594528E1,1.335672455E0
7.495814213E2,1.115151031E1,1.449510727E1,8.822653198E0
7.498311102E2,6.893165588E-1,-1.425635376E1,-1.002914429E-2
7.500808002E2,3.272928909E1,1.743364655E1,5.322781219E0
7.503304891E2,3.710184631E0,6.969806213E0,8.838520203E0
7.505801791E2,2.540217590E-1,-9.340127106E0,-5.776487732E-1
7.508298681E2,4.379981781E1,1.040471329E1,4.518503723E0
7.510795581E2,5.096002808E0,8.817713470E0,1.002944366E1
7.513292475E2,7.062313843E-1,-1.218391342E1,2.811154175E-1
7.515789375E2,3.882251816E1,2.000290375E0,2.191742249E0
7.518286265E2,2.495310974E-1,1.069989944E1,6.121819611E0
7.520783165E2,8.716074829E0,-2.057172089E0,2.894381104E0
7.523280045E2,3.956452515E1,-7.060966644E0,3.178639984E0
7.525776935E2,-3.926484833E0,1.263956589E1,8.203241272E0
7.528273835E2,1.317934341E1,-3.537892914E0,2.911295929E0
7.530770725E2,2.985152344E1,-3.834126892E0,4.165388031E0
7.533267625E2,-3.935615845E0,1.216595078E1,6.281238098E0
7.535764515E2,1.672427170E1,-8.834628296E-1,4.258644104E0
7.538261405E2,1.499536697E1,-5.339845734E0,3.606300659E0
7.540758305E2,-5.759423218E0,1.082967957E1,6.046675873E0
7.543255200E2,1.602298004E1,2.569257202E0,3.251837769E0
7.545752090E2,1.896151932E1,-1.597178650E0,5.066214752E0
7.548248990E2,-4.676874390E0,1.100765945E1,3.806584167E0
7.550745880E2,1.324026672E1,3.200494537E0,2.646795959E0
7.553242767E2,2.297527267E1,-2.764900360E0,5.951024780E0
7.555739667E2,-4.711003418E0,9.262288971E0,3.793261871E0
7.558236557E2,1.255633896E1,5.109025726E0,3.596570892E0
7.560733447E2,2.558644272E1,-9.343569946E-1,6.385271759E0
7.563230347E2,-4.028722229E0,1.118773499E1,4.221521301E0
7.565727238E2,1.281904266E1,5.354814606E0,2.391876068E0
7.568224127E2,1.984737717E1,2.598596191E-1,5.265001373E0
7.570721017E2,-5.939199371E0,9.893825684E0,2.241438904E0
7.573217921E2,8.890162811E0,3.076402588E0,5.146447906E0
7.575714811E2,1.753408768E1,7.128176880E-1,3.229683838E0
7.578211701E2,-5.785768433E0,1.103879471E1,3.269051971E0
7.580708591E2,1.197345108E1,3.362008667E0,1.376986542E0
7.583205482E2,1.428823746E1,-8.175548859E0,2.760260010E0
7.585702372E2,-5.897735596E0,1.221504868E1,4.529281311E0
7.588199273E2,1.423779236E1,-1.490600281E0,1.010907806E1
7.590696162E2,3.113525391E0,1.005608826E1,8.490942993E0
7.593193042E2,-2.415826263E0,1.905387726E0,9.030720520E-1
7.595689933E2,-1.634900208E0,1.015907410E1,4.455185394E0
7.598186822E2,3.230477188E1,-3.513793030E0,7.627538452E0
7.600683712E2,-5.948031006E0,9.679022369E0,5.227130127E0
7.603180604E2,1.502485565E1,2.806663513E0,3.907025299E0
7.605677494E2,2.571816879E1,-2.796634369E0,4.238585815E0
7.608174384E2,-3.784879303E0,1.181942139E1,4.329746246E0
7.610671274E2,9.597142639E0,7.990383911E-1,2.039209442E0
7.613168169E2,1.927885941E1,-8.655750275E0,2.628384247E0
7.615665059E2,-3.551813965E0,1.109402985E1,4.173171844E0
7.618161959E2,1.478984436E1,1.091230774E-1,2.744692383E0
7.620658839E2,1.187585403E1,-7.361391907E0,3.909869385E-1
7.623155738E2,-3.325185242E0,1.221804245E1,4.518204346E0
7.625652628E2,1.908052185E1,3.679947510E0,3.756139069E0
7.628149508E2,9.566007385E0,-9.835447083E0,2.085163879E-1
7.630646398E2,-4.406386871E0,1.209649521E1,5.655988312E0
7.633143284E2,1.732467316E1,-4.016148376E-1,7.776179352E0
7.635640174E2,1.128099106E1,-1.132440079E1,6.233038330E-1
7.638137064E2,-6.718029785E-1,1.542826675E1,6.257138214E0
7.640633954E2,1.749082764E1,7.383994904E0,6.636000366E0
7.643130852E2,1.834465210E1,-8.397387543E0,2.788251801E0
7.645627742E2,-4.331991577E-1,1.417851563E1,4.717739410E0
7.648124633E2,1.873384277E1,7.428153076E0,5.526806946E0
7.650621512E2,1.016730698E1,-8.174501038E0,-4.194277954E-1
7.653118399E2,-2.877017212E0,1.291753784E1,3.627257080E0
7.655615289E2,1.880868713E1,4.819378052E0,6.590644684E0
7.658112179E2,7.167545013E0,-1.111363907E1,4.691244507E-1
7.660609059E2,-9.113049316E-1,1.154144943E1,2.718347168E0
7.663105952E2,1.764830017E1,1.074884766E1,5.299878845E0
7.665602842E2,6.030210114E0,-7.402406616E0,-2.071691895E0
7.668099722E2,-6.584806824E-1,9.648635559E0,9.240284729E-1
7.670596612E2,3.123898819E1,1.241218872E1,7.028334503E0
7.673093488E2,2.063009949E0,-9.881850586E0,-5.174739075E-1
7.675590378E2,4.161945190E0,8.391100616E0,-7.035369873E-1
7.678087268E2,1.997880386E1,1.440140213E1,9.956994324E0
7.680584148E2,8.957373047E-1,-8.944799194E0,1.197509766E-2
7.683081074E2,5.314099274E0,7.948171692E0,-1.477128296E0
7.685577954E2,1.713067657E1,1.296109726E1,1.210577591E1
7.688074834E2,6.263874207E0,-1.218840408E1,1.341210938E-1
7.690571724E2,7.200177155E0,8.050259399E0,2.300116882E0
7.693068571E2,1.997401382E1,1.390578278E1,7.913743286E0
7.695565461E2,3.297343140E0,-1.125030487E1,-1.520837402E-1
7.698062341E2,9.635912018E0,8.394094391E0,3.736679535E0
7.700559221E2,1.713456848E1,1.837009918E1,1.283580780E1
7.703056107E2,1.251996460E0,-1.407478134E1,-2.412832489E0
7.705552987E2,1.126497437E1,9.529034271E0,2.332599335E0
7.708049867E2,2.072619965E1,1.318563034E1,7.993826752E0
7.710546757E2,-7.021897888E-1,-1.191207870E1,-4.601431274E-1
7.713043634E2,1.915282150E1,5.144651642E0,8.825646973E-1
7.715540514E2,2.105970612E1,8.238567810E0,9.430688782E0
7.718037394E2,-2.947520599E0,-1.546015045E1,-2.027533722E0
7.720534284E2,2.466810242E1,5.752537537E0,3.261866913E0
7.723031170E2,1.574081680E1,9.998907166E0,9.746382294E0
7.725528050E2,-5.391787720E-1,-1.369547012E1,-8.023315430E-1
7.728024930E2,3.354090134E1,5.302124176E0,8.110583954E0
7.730521810E2,9.524244232E0,9.858798523E0,7.613318024E0
7.733018689E2,-1.750908966E0,-1.468281693E1,-1.106648712E0
7.735515569E2,3.450459732E1,4.925806732E0,6.710994415E0
7.738012459E2,7.721393280E0,9.378746796E0,6.940916290E0
7.740509339E2,2.118095398E-1,-9.372310181E0,-3.823049927E-1
7.743006215E2,4.671485596E1,6.435118103E-1,9.293573914E0
7.745503095E2,3.824846191E0,9.785750427E0,5.657036133E0
7.747999975E2,4.032464447E0,-9.588610382E0,-7.409591675E-2
7.750496855E2,5.356685715E1,4.685256958E-1,8.787176971E0
7.752993735E2,-6.327342224E-1,1.094104797E1,7.563022614E0
7.755490615E2,4.364324341E0,-9.716893616E0,5.014572144E-2
7.757987495E2,4.969216461E1,-8.038284302E-1,6.776258698E0
7.760484375E2,3.250340881E0,1.285197418E1,4.862638092E0
7.762981261E2,1.309476929E0,-7.432044983E0,-4.767585754E-1
7.765478141E2,3.907698898E1,1.412762146E0,6.197262726E0
7.767975021E2,1.379980316E0,1.209739334E1,6.621031494E0
7.770471901E2,1.482966156E0,-4.788242798E0,-6.842271423E-1
7.772968784E2,4.289360229E1,1.154848480E0,6.241869965E0
7.775465664E2,1.528621216E0,1.215038315E1,6.262377319E0
7.777962544E2,1.467847595E0,4.797523499E-1,-9.047186279E-1
7.780459424E2,3.816269028E1,-3.874991913E0,3.960913239E0
7.782956288E2,-1.247356110E0,1.104403381E1,4.734654236E0
7.785453168E2,6.351442108E0,-1.306632843E0,4.724176025E-1
7.787950048E2,3.012081345E1,-2.994672546E0,3.933370514E0
7.790446928E2,-2.609074402E0,1.156974060E1,2.665507050E0
7.792943809E2,1.099523529E1,2.226619720E0,1.660047913E0
7.795440689E2,2.220886642E1,-5.898184662E0,2.699336700E0
7.797937559E2,-8.643026733E-1,8.718469849E0,1.209933929E0
7.800434439E2,1.865316055E1,4.623435516E0,3.731590118E0
7.802931319E2,5.831722870E0,-1.013841705E1,-7.027885437E-1
7.805428199E2,7.653584290E-1,9.945168915E0,1.380878448E0
7.807925079E2,2.965198837E1,7.022496643E0,9.376501465E0
7.810421949E2,3.047662354E0,-8.858728180E0,-9.954299927E-1
7.812918826E2,2.818339233E0,5.193899231E0,2.087259521E0
7.815415706E2,2.547237991E1,1.558529022E1,9.561067657E0
7.817912586E2,-6.484515381E-1,-1.343291611E1,-3.755690002E-1
7.820409466E2,8.379574585E0,6.999893646E0,1.511407013E0
7.822906334E2,2.125115799E1,1.423704391E1,7.439080353E0
7.825403214E2,-1.100960541E0,-1.577958618E1,-3.106190643E0
7.827900094E2,2.248668869E1,1.052431458E1,3.191064148E0
7.830396974E2,1.165326691E1,1.283505936E1,6.984026642E0
7.832893846E2,1.341210938E0,-9.389374695E0,-1.990859985E-2
7.835390726E2,3.856310760E1,1.145088776E1,4.839136963E0
7.837887606E2,2.950963440E0,8.949888611E0,8.358618164E0
7.840384486E2,2.161505127E0,-9.703271942E0,1.834884338E0
7.842881360E2,4.848717041E1,5.491330719E0,2.814896393E0
7.845378240E2,5.080135803E0,1.251577332E1,9.286089478E0
7.847875120E2,8.943901062E-1,-1.035756134E1,6.571334839E-1
7.850371990E2,2.505893967E1,8.283175049E0,3.248694305E0
7.852868866E2,-4.712051239E0,7.915689240E0,4.363725586E0
7.855365746E2,5.821993103E0,-6.145021362E0,-9.895921326E-1
7.857862616E2,3.708163834E1,2.588117981E0,7.174580383E0
7.860359496E2,-1.459914093E0,9.617799683E0,6.689738617E0
7.862856381E2,5.531596985E0,-4.899611206E0,1.369651794E-1
7.865353261E2,3.559567841E1,7.083719330E0,3.819158020E0
7.867850131E2,-4.921166382E0,9.766590271E0,4.769681396E0
7.870347011E2,8.362360382E0,5.478607178E-1,7.207511902E-1
7.872843885E2,2.820285187E1,4.786596222E0,4.594695282E0
7.875340755E2,-3.814367981E0,9.867929535E0,2.789299622E0
7.877837635E2,5.427563324E0,2.463876343E-1,6.888674927E-1
7.880334515E2,3.303405533E1,3.805686035E0,2.578986969E0
7.882831390E2,-1.977986755E0,1.196297287E1,4.822671204E0
7.885328270E2,7.954757996E0,-2.596650238E0,-8.202941895E-2
7.887825140E2,3.194566864E1,8.916957092E-1,4.685406647E0
7.890322020E2,-4.454436951E0,9.847721558E0,5.431155853E0
7.892818894E2,8.503816223E0,-8.425978088E-1,2.499951324E0
7.895315764E2,2.554048828E1,2.866988068E0,5.604196014E0
7.897812644E2,-3.938010864E0,8.411158905E0,1.979333954E0
7.900309514E2,1.017958145E1,2.130220184E0,1.700463867E0
7.902806405E2,1.542542267E1,-8.218659210E0,3.875440979E0
7.905303285E2,-2.170037384E0,1.180085999E1,4.691992950E0
7.907800155E2,1.906345734E1,1.484912109E-1,6.465055847E0
7.910297035E2,1.529788788E1,-9.518855438E0,1.591789856E0
7.912793904E2,-5.251230011E0,1.298399963E1,5.819448395E0
7.915290784E2,2.207624222E1,3.026556244E0,3.690126343E0
7.917787654E2,1.102068237E1,-6.964417419E0,-1.336720276E-1
7.920284534E2,-2.931952972E0,8.278834076E0,5.351671143E0
7.922781393E2,2.657842987E1,6.766678619E0,5.690566406E0
7.925278273E2,6.800807648E0,-8.047565002E0,-2.703977051E0
7.927775143E2,-1.553469543E0,1.042387344E1,2.141746216E0
7.930272023E2,3.013533325E1,8.962761841E0,9.269773407E0
7.932768904E2,8.793314209E0,-8.237220612E0,-1.190025330E0
7.935265784E2,5.855822754E-1,8.359965363E0,1.357826385E0
7.937762654E2,2.503933044E1,1.097173416E1,8.997040558E0
7.940259524E2,4.522395630E0,-9.196425934E0,-2.414479065E0
7.942756392E2,3.905378723E-1,9.132209473E0,2.408940582E0
7.945253263E2,2.846390900E1,1.044348267E1,9.847272491E0
7.947750132E2,3.708388367E0,-1.347707428E1,-1.294957123E0
7.950247013E2,3.282523956E0,8.543633423E0,2.949765930E0
7.952743895E2,2.934273148E1,1.474359055E1,9.649833069E0
7.955240775E2,-3.677851868E-1,-1.242551102E1,-3.462300110E-1
7.957737645E2,6.322103119E0,9.612859955E0,1.352437592E0
7.960234515E2,3.077779724E1,1.488983643E1,1.046638504E1
7.962731379E2,4.938230896E-1,-1.129820526E1,-2.083816681E0
7.965228259E2,8.059989166E0,8.558452606E0,1.479223938E0
7.967725129E2,2.159424454E1,1.561612610E1,9.877210236E0
7.970221999E2,-1.620829468E0,-1.361209351E1,-2.394869843E0
7.972718865E2,1.460423035E1,7.868088226E0,2.835104370E0
7.975215745E2,1.372091721E1,1.453687042E1,6.666237488E0
7.977712615E2,-4.810995483E-1,-1.279015274E1,-1.915267181E0
7.980209485E2,1.390952499E1,9.631720734E0,3.573668518E0
7.982706358E2,1.480541199E1,1.510239441E1,1.133338211E1
7.985203227E2,-9.804611206E-2,-1.693353653E1,-3.129392395E0
7.987700098E2,1.948228638E1,9.987830200E0,1.707199860E0
7.990196977E2,2.030542465E1,1.371133713E1,6.159990234E0
7.992693851E2,2.684367828E0,-1.451247116E1,-1.511856079E0
7.995190721E2,2.144605270E1,1.121003860E1,3.406166840E0
7.997687591E2,9.422755280E0,1.272593628E1,4.619543610E0
8.000184461E2,1.235979767E0,-1.232776428E1,-3.261268158E0
8.002681326E2,3.005824356E1,1.141107056E1,2.329156494E0
8.005178196E2,7.714357910E0,1.139565262E1,7.189399567E0
8.007675066E2,6.956034851E-1,-1.043794418E1,-9.548643494E-1
8.010171936E2,3.319841354E1,1.043375290E1,3.039728851E0
8.012668806E2,3.826492767E0,1.066651886E1,9.163344727E0
8.015165676E2,1.366358643E0,-7.690108337E0,3.284320221E0
8.017662536E2,3.796165833E1,5.035079498E0,1.013093262E0
8.020159406E2,2.503244476E0,1.165506317E1,7.236102448E0
8.022656279E2,4.995411987E0,-3.268303528E0,3.454665985E0
8.025153149E2,2.416634583E1,-2.184856567E0,2.707719269E0
8.027650019E2,-2.708617401E0,9.080417175E0,1.400936737E0
8.030146879E2,1.389710083E1,3.942800903E-1,1.867516479E0
8.032643752E2,2.078397949E1,-1.701811066E1,3.768263855E0
8.035140623E2,3.200644226E0,1.637355103E1,6.453679504E0
8.037637492E2,1.569995178E1,1.040186920E0,1.113923584E1
8.040134353E2,1.757150986E1,-1.319595886E1,1.042731628E0
8.042631220E2,4.455484772E0,1.173364975E1,4.873715057E0
8.045128090E2,1.412372955E1,1.074510544E1,4.468358002E0
8.047624950E2,1.050365753E1,-1.248957779E1,-1.239422607E0
8.050121820E2,3.585493927E0,9.851912842E0,3.709136810E0
8.052618680E2,2.646047516E1,1.058538757E1,6.682852936E0
8.055115550E2,6.627168732E0,-1.233988907E1,-6.918612671E-1
8.057612420E2,4.261787567E0,9.237740021E0,3.619772644E0
8.060109280E2,3.246269348E1,8.865763550E0,1.150312912E1
8.062606145E2,3.863914948E0,-1.176014465E1,8.382568359E-2
8.065103005E2,5.687422943E0,9.093889160E0,1.829196167E-1
8.067599865E2,2.288501038E1,1.122066650E1,4.536466370E0
8.070096735E2,1.125210114E0,-1.310285248E1,5.989045715E-1
8.072593597E2,6.574478302E0,7.278464355E0,5.763015747E-2
8.075090468E2,2.107841721E1,1.052566177E1,5.635780334E0
8.077587327E2,-2.011816406E-1,-1.297397049E1,-1.708397369E0
8.080084198E2,6.487658844E0,7.609875183E0,5.089416504E-2
8.082581062E2,2.086900269E1,1.373364075E1,7.874674530E0
8.085077923E2,7.485932922E-1,-1.307141785E1,-6.002517700E-1
8.087574792E2,6.387068024E0,9.239536285E0,-1.153950348E0
8.090071653E2,1.794438446E1,1.413181274E1,8.473130035E0
8.092568509E2,-1.878443756E0,-1.168784500E1,-2.655028839E0
8.095065379E2,1.318323532E1,8.304131470E0,2.899320831E0
8.097562239E2,2.233071304E1,1.165311722E1,9.987530823E0
8.100059099E2,-1.604663086E0,-1.151779861E1,-1.877845001E0
8.102555965E2,1.581102081E1,5.915847931E0,1.581461334E0
8.105052825E2,2.216425919E1,1.121961868E1,6.831493835E0
8.107549695E2,-3.554957428E0,-1.151914581E1,-1.443897400E0
8.110046555E2,1.646186737E1,6.051016846E0,6.595285034E-1
8.112543412E2,1.699206482E1,9.843530273E0,6.202501831E0
8.115040272E2,-4.596940613E-1,-9.813592529E0,-1.366358643E0
8.117537142E2,1.874806320E1,8.593180389E0,3.672313385E0
8.120034002E2,1.750130585E1,1.283745438E1,9.359287262E0
8.122530855E2,-1.863624573E0,-1.159863052E1,-3.264860687E0
8.125027715E2,1.834809494E1,7.829169159E0,2.466870117E0
8.127524575E2,1.821711731E1,1.226175156E1,6.149062958E0
8.130021435E2,-9.602531433E-1,-1.352452560E1,-3.086282043E0
8.132518309E2,2.241887970E1,8.383167114E0,2.890938263E0
8.135015169E2,1.843401627E1,1.116228790E1,4.978197784E0
8.137512029E2,-2.608176270E0,-1.358410172E1,-1.977537689E0
8.140008889E2,2.572430603E1,6.955286407E0,1.951491852E0
8.142505750E2,1.431877396E1,1.216894455E1,6.231691132E0
8.145002610E2,-3.165916443E-1,-1.242117004E1,-2.987188110E0
8.147499470E2,2.923271027E1,8.415948944E0,2.221530304E0
8.149996330E2,7.692353668E0,1.057341248E1,5.159171448E0
8.152493185E2,-1.707050171E0,-8.379574585E0,-3.463347931E0
8.154990045E2,3.065595062E1,4.396507416E0,4.182302856E-1
8.157486905E2,4.737348633E0,1.121093674E1,4.112098846E0
8.159983765E2,1.597028961E0,-4.405937805E0,-1.656006317E0
8.162480641E2,4.015280182E1,6.038143616E0,7.380252686E0
8.164977501E2,3.511697388E-1,1.480915421E1,9.276509399E0
8.167474361E2,6.713539124E0,-7.034471741E0,-2.627037048E-1
8.169971221E2,3.881293808E1,2.778671722E0,4.731211395E0
8.172468116E2,-1.646575928E-1,1.399290161E1,3.303181000E0
8.174964976E2,7.489226074E0,-5.304070129E0,3.177891541E0
8.177461836E2,3.209176483E1,-2.750679932E0,2.680326233E0
8.179958696E2,2.274669800E0,1.571686661E1,4.915178833E0
8.182455521E2,1.570833435E1,1.934876404E0,5.447172546E0
8.184952381E2,1.255663834E1,-7.392078094E0,-2.841091919E-1
8.187449241E2,1.967957611E0,1.129356491E1,7.860154724E-1
8.189946101E2,2.166384979E1,3.037782898E0,6.696025543E0
8.192442963E2,6.112538910E0,-7.291487274E0,-7.229965210E-1
8.194939823E2,6.967560883E0,7.864944763E0,1.399589539E0
8.197436683E2,2.805765381E1,9.807305603E0,9.319020996E0
8.199933543E2,2.080972595E0,-1.166135010E1,-1.623673553E0
8.202430394E2,1.067819458E1,7.484585724E0,1.037342834E0
8.204927254E2,2.368973694E1,1.050530411E1,8.449030151E0
8.207424104E2,7.399113464E-1,-1.088910599E1,-2.687960358E0
8.209920964E2,1.322395065E1,8.633147278E0,2.838547211E0
8.212417835E2,2.948254074E1,9.880054321E0,8.547675018E0
8.214914695E2,1.360670471E-1,-1.056667648E1,-2.035018158E0
8.217411555E2,1.710328354E1,5.556744690E0,4.483177185E-1
8.219908415E2,2.219988510E1,1.049258057E1,5.448968811E0
8.222405268E2,-2.553240509E0,-1.252310806E1,-1.914668427E0
8.224902128E2,2.354438919E1,3.379372559E0,1.468446350E-1
8.227398988E2,1.995754807E1,8.727600861E0,5.839506683E0
8.229895848E2,-2.764900360E0,-1.230156876E1,-2.770438843E0
8.232392741E2,2.434432571E1,2.704276428E0,1.912872162E0
8.234889601E2,1.459959000E1,9.853559418E0,6.197262726E0
8.237386461E2,3.981719971E-1,-1.004561005E1,-1.437161407E0
8.239883321E2,3.044982925E1,8.901838531E0,3.312312012E0
8.242380179E2,1.186567520E1,1.127919479E1,6.742429047E0
8.244877039E2,5.950126648E-1,-1.287772064E1,-2.101779327E0
8.247373899E2,2.952295670E1,8.772507477E0,2.189047852E0
8.249870759E2,1.042327469E1,1.111289062E1,5.220843201E0
8.252367575E2,-3.588038635E-1,-1.312620392E1,-1.311871948E0
8.254864435E2,3.052811646E1,5.888754272E0,3.052153015E-1
8.257361285E2,9.591903534E0,9.414223022E0,5.137616272E0
8.259858145E2,2.163600769E0,-1.204245758E1,-1.315913544E0
8.262355006E2,2.839235779E1,4.889132996E0,-1.549128571E0
8.264851866E2,1.067639832E1,8.215964813E0,4.414470062E0
8.267348716E2,1.660047913E0,-1.179277679E1,4.810995483E-1
8.269845576E2,3.162772980E1,5.224585419E0,1.286424866E0
8.272342477E2,7.740403748E0,7.562124481E0,3.531755676E0
8.274839337E2,7.354206848E-1,-1.160177399E1,-1.347946930E0
8.277336197E2,3.043515976E1,8.734336853E0,-6.468049622E-1
8.279833047E2,4.671635284E0,8.499325562E0,5.047952728E0
8.282329870E2,-4.737648010E-1,-1.080273560E1,-2.079026642E0
8.284826730E2,3.663870941E1,4.274960175E0,2.107617188E0
8.287323580E2,6.458918610E0,8.499774628E0,5.039869537E0
