,acc_mobile_x,acc_mobile_y,acc_mobile_z,gyr_mobile_x,gyr_mobile_y,gyr_mobile_z,mag_mobile_x,mag_mobile_y,mag_mobile_z,prox_mobile_distance,loc_mobile_latitude,loc_mobile_longitude,loc_mobile_height,loc_mobile_velocity,loc_mobile_direction,loc_mobile_horizontalAccuracy,loc_mobile_verticalAccuracy,labelWalking,labelRunning,labelSitting,labelLunges,labelStanding,labelPushups,labelPullups,labelDance,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6
1970-01-01 00:00:10,7.450756072999999,-2.21187538155,2.0811971285000004,-0.4615061133499999,1.062294796225,0.060457073149999985,-30.376495360000003,35.5967483525,-9.684829712,2.6470588235294117,52.31853097,4.873368256,-2.235813141,0.2899999917,256.640625,10.0,10.0,1,0,0,0,0,0,0,0,0.09511293731117698,-0.35795546122036037,-0.1944801892180625,0.10831614530341019,0.15228171622502204,0.16701778848203852
1970-01-01 00:00:11,10.122100981,1.487082596,-6.858812027000001,-0.10686437039999999,-0.95917664714645,-0.28750006666499994,-27.1846694925,35.0999755875,-14.631759644,2.6470588235294117,52.31852879,4.873367166,-2.209812164,0.3899999857,229.921875,10.0,10.0,1,0,0,0,0,0,0,0,0.03625192281377306,-0.3304718411870541,-0.2198091652990495,0.14287914189161946,0.18681160310793338,0.03701261742984309
1970-01-01 00:00:12,6.353138580666666,-6.8400260936666655,0.8822154236666666,0.02715414775000019,-0.3441200814,0.8492166027075,-23.37071228125,37.188705445,6.142807008075,2.6470588235294117,52.31852779,4.8733724469999995,-2.181369781,0.3199999928,129.7265625,10.0,10.0,1,0,0,0,0,0,0,0,-0.2901019006539786,-0.21238729453641467,-0.17293633140582795,0.062092097318929916,0.13278879164498136,-0.17341081531076086
1970-01-01 00:00:13,4.957765274,-8.177569656500001,0.9316625979,0.386910680675,-0.23710553345,0.297822028475,-4.71430206075,43.31345367500001,-14.0488128675,2.6470588235294117,52.31852628,4.873383343,-2.106052399,0.349999994,101.6015625,10.0,10.0,1,0,0,0,0,0,0,0,-0.24970449940453276,-0.13261318034238695,0.07548109806450698,-0.08866415196747064,0.08314883395986562,-0.13780406916939442
1970-01-01 00:00:14,1.8760487366333336,-9.006570739999997,2.5926585386666665,-0.005581244687649999,-0.2679967097975,-0.061921305949999984,7.486518861,40.9198761,-21.6098632825,5.0,52.31852775,4.873389797,-2.039951324,0.3300000131,103.359375,10.0,10.0,1,0,0,0,0,0,0,0,-0.17552805213835046,-0.09798443649120375,0.23565858957769345,-0.1725473348100646,0.042329338812385923,-0.02384604644093921
1970-01-01 00:00:15,2.467618561,-9.244176635499999,1.976190491,-0.007297254400000001,-0.0026707213796000016,-0.008580717260999996,4.72820281975,42.8849792475,-18.7828826925,2.6470588235294117,52.31852594,4.873397173,-2.294956207,0.3300000131,121.2890625,10.0,10.0,1,0,0,0,0,0,0,0,-0.16232418641057936,-0.11071673435293804,0.16045158067682286,-0.18447916032563852,0.06426519233933874,-0.007874222372688987
1970-01-01 00:00:16,2.6803761290000003,-9.125423584,2.0608644103333336,-0.00484847160975,0.008035903330749999,0.006195628551750001,4.64592742925,43.027267455,-18.46008301,2.6470588235294117,52.31852938,4.873401113,-2.1873512269999997,0.200000003,121.2890625,10.0,10.0,1,0,0,0,0,0,0,0,-0.16740217463318358,-0.11887343337912713,0.1566971485543578,-0.18537820943635178,0.06424462308013738,-0.014564722647584556
1970-01-01 00:00:17,2.6704467775,-9.1404423525,1.9965481565000005,-8.313449999999748e-06,0.00046970671925000007,-0.01021267334075,4.80517578125,43.000938415,-18.3825683575,2.6470588235294117,52.31852938,4.873401113,-2.191074371,0.0,121.2890625,10.0,10.0,1,0,0,0,0,0,0,0,-0.17278811909317413,-0.13396617429775717,0.15845925473507713,-0.19060706846724437,0.06504071964761646,-0.02090707570658728
1970-01-01 00:00:18,2.914140014333333,-9.185149383999999,2.0705941773333327,0.03315043589,0.0290168747445,-0.05727022654175,4.155639648499999,43.3898468025,-18.0346374525,2.6470588235294117,52.31852938,4.873401113,-2.182529449,0.0,121.2890625,10.0,10.0,1,0,0,0,0,0,0,0,-0.17724727299708845,-0.13640894560459035,0.14980638548068229,-0.18745123499019253,0.06758922302749203,-0.017344449078456534
1970-01-01 00:00:19,2.402878189,-9.1279433445,2.3427781675,-0.007353424675999998,0.0015020789572500054,-0.038704960376,3.63320159925,43.65181731999999,-17.5686340325,2.6470588235294117,52.31852938,4.873401113,-2.0652198790000003,0.0,135.3515625,10.0,10.0,1,0,0,0,0,0,0,0,-0.14686047340665953,-0.14204451312215316,0.13036330200420473,-0.2023864303251985,0.06169303958547936,-0.01813350038743844
1970-01-01 00:00:20,4.356790008333333,-7.431995086666667,1.4190989682,0.2632986947775,-0.93291876475,-0.56507228039,-8.767997742524999,38.0467300425,-20.4727325425,2.6470588235294117,52.31852938,4.873401113,-1.9863624569999998,0.0,155.0390625,10.0,10.0,1,0,0,0,0,0,0,0,-0.07938666681868274,-0.22761429200831929,0.09693621894331125,-0.044001527230672514,0.08788888727607541,-0.05556483597100993
1970-01-01 00:00:21,6.723792801,-6.432797927999999,-0.017064514500000016,0.183013200775,0.09027500254999997,0.6229218915499999,-32.513580325,29.4510116575,-18.1899566675,2.6470588235294117,52.31852938,4.873401113,-2.204624176,0.0,252.421875,10.0,10.0,1,0,0,0,0,0,0,0,0.14929508669652858,-0.38071456843028756,-0.10567608450411094,0.1670993829868326,0.13468597357942128,-0.11521511165305766
