,acc_mobile_x,acc_mobile_y,acc_mobile_z,bar_mobile_x,labelOnTable,labelWalking,labelRunning,labelSitting
1970-01-01 00:00:48.500,0.03487747192,0.21270767210000002,9.780511322,,1,0,0,0
1970-01-01 00:00:48.750,0.047750701900000005,0.2146536255,9.779164124,,1,0,0,0
1970-01-01 00:00:49.000,0.03532653809,0.2113604736,9.788744202,1005.1609800000001,1,0,0,0
1970-01-01 00:00:49.250,0.038020935060000004,0.21285736079999998,9.780361633,,1,0,0,0
1970-01-01 00:00:49.500,0.04041595459,0.2088157654,9.785750427,,1,0,0,0
1970-01-01 00:00:49.750,0.03532653809,0.2053729248,9.77721817,,1,0,0,0
1970-01-01 00:00:50.000,0.035476226810000004,0.20956420899999997,9.766290893999999,1005.162506,1,0,0,0
1970-01-01 00:00:50.250,0.04475692749,0.213306427,9.776320038,,1,0,0,0
1970-01-01 00:00:50.500,0.04041595459,0.2074685669,9.784103851,,1,0,0,0
1970-01-01 00:00:50.750,0.04475692749,0.20522323609999998,9.782906342,,1,0,0,0
1970-01-01 00:00:51.000,0.03637435913,0.21151016239999998,9.775272217000001,1005.163574,1,0,0,0
1970-01-01 00:00:51.250,0.04475692749,0.2032772827,9.777517547999999,,1,0,0,0
1970-01-01 00:00:51.500,0.038020935060000004,0.21390518190000002,9.772278442000001,,1,0,0,0
1970-01-01 00:00:51.750,0.03248245238999999,0.21225860600000002,9.774523773,,1,0,0,0
1970-01-01 00:00:52.000,0.04086502075,0.21151016239999998,9.774523773,1005.163727,1,0,0,0
1970-01-01 00:00:52.250,0.04490661621,0.20043319699999998,9.780062256,,1,0,0,0
1970-01-01 00:00:52.500,0.03233276367,0.2118095398,9.78425354,,1,0,0,0
1970-01-01 00:00:52.750,0.03427871704,0.2082170105,9.784552917000001,,1,0,0,0
1970-01-01 00:00:53.000,0.03412902832,0.20956420899999997,9.783505096,1005.1639560000001,1,0,0,0
1970-01-01 00:00:53.250,0.03742218018,0.20911514280000001,9.775721283,,1,0,0,0
1970-01-01 00:00:53.500,0.02664459229,0.21121078489999998,9.780361633,,1,0,0,0
1970-01-01 00:00:53.750,0.04086502075,0.20627105710000002,9.780810699,,1,0,0,0
1970-01-01 00:00:54.000,0.03727249146,0.2100132751,9.777966614,1005.1647949999999,1,0,0,0
1970-01-01 00:00:54.250,0.048349456789999995,0.2086660767,9.777367859,,1,0,0,0
1970-01-01 00:00:54.500,0.03921844482,0.21854553219999998,9.786199493,,1,0,0,0
1970-01-01 00:00:54.750,0.03532653809,0.205821991,9.77602066,,1,0,0,0
1970-01-01 00:00:55.000,0.052989807130000004,0.1942959595,9.782457275,1005.1651,1,0,0,0
1970-01-01 00:00:55.250,0.04011657715,0.2074685669,9.781858521,,1,0,0,0
1970-01-01 00:00:55.500,0.03382965088,0.21585113530000002,9.782307587,,1,0,0,0
1970-01-01 00:00:55.750,0.03367996216,0.220790863,9.771979065,,1,0,0,0
1970-01-01 00:00:56.000,0.03562591553,0.21854553219999998,9.774673462,1005.1647949999999,1,0,0,0
1970-01-01 00:00:56.250,0.04086502075,0.219743042,9.776769104,,1,0,0,0
1970-01-01 00:00:56.500,0.03981719971,0.2145039368,9.780062256,,1,0,0,0
1970-01-01 00:00:56.750,0.04071533203,0.21390518190000002,9.788744202,,1,0,0,0
1970-01-01 00:00:57.000,0.0347277832,0.2125579834,9.773925018,1005.1629640000001,1,0,0,0
1970-01-01 00:00:57.250,0.02484832764,0.2152523804,9.774823151,,1,0,0,0
1970-01-01 00:00:57.500,0.0383203125,0.2118095398,9.794432373,,1,0,0,0
1970-01-01 00:00:57.750,0.03951782227,0.2152523804,9.779313812,,1,0,0,0
1970-01-01 00:00:58.000,0.04131408691,0.21151016239999998,9.782906342,1005.161514,1,0,0,0
1970-01-01 00:00:58.250,0.044307861330000003,0.2085163879,9.772128754,,1,0,0,0
1970-01-01 00:00:58.500,0.03921844482,0.21510269170000001,9.785001983999999,,1,0,0,0
1970-01-01 00:00:58.750,0.035775604249999995,0.2161505127,9.775870972,,1,0,0,0
1970-01-01 00:00:59.000,0.0390687561,0.2100132751,9.775272217000001,1005.1599880000001,1,0,0,0
1970-01-01 00:00:59.250,0.03817062378,0.2083666992,9.770631866,,1,0,0,0
1970-01-01 00:00:59.500,0.04415817261,0.22947280879999998,9.812993774,,1,0,0,0
1970-01-01 00:00:59.750,0.039368133539999996,0.22034179690000003,9.774074707,,1,0,0,0
1970-01-01 00:01:00.000,0.043409729,0.219743042,9.784103851,1005.159225,1,0,0,0
1970-01-01 00:01:00.250,0.05313949585,0.2145039368,9.783205719,,1,0,0,0
1970-01-01 00:01:00.500,0.03966751099,0.2124082947,9.799372101,,1,0,0,0
1970-01-01 00:01:00.750,0.03727249146,0.2174977112,9.77377533,,1,0,0,0
1970-01-01 00:01:01.000,0.03188369751,0.2107617188,9.789792023,1005.159225,1,0,0,0
1970-01-01 00:01:01.250,0.047451324460000006,0.2074685669,9.772278442000001,,1,0,0,0
1970-01-01 00:01:01.500,0.03921844482,0.21644989010000001,9.777667236000001,,1,0,0,0
1970-01-01 00:01:01.750,0.03562591553,0.21719833370000002,9.778565368999999,,1,0,0,0
1970-01-01 00:01:02.000,0.03622467041,0.21420455929999999,9.788444823999999,1005.160904,1,0,0,0
1970-01-01 00:01:02.250,0.03517684937,0.21719833370000002,9.783654785,,1,0,0,0
1970-01-01 00:01:02.500,0.04131408691,0.21315673829999998,9.783205719,,1,0,0,0
1970-01-01 00:01:02.750,0.03847000122,0.21585113530000002,9.780960387999999,,1,0,0,0
1970-01-01 00:01:03.000,0.04281097412,0.2148033142,9.786199493,1005.1619720000001,1,0,0,0
1970-01-01 00:01:03.250,0.044457550049999996,0.2177970886,9.777667236000001,,1,0,0,0
1970-01-01 00:01:03.500,0.04415817261,0.2101629639,9.781409454,,1,0,0,0
1970-01-01 00:01:03.750,0.03966751099,0.2107617188,9.785001983999999,,1,0,0,0
1970-01-01 00:01:04.000,0.035925292969999995,0.2121089172,9.788295135,1005.163498,1,0,0,0
1970-01-01 00:01:04.250,0.03727249146,0.20672012329999997,9.787846069,,1,0,0,0
1970-01-01 00:01:04.500,0.03697311401,0.21839584350000002,9.776769104,,1,0,0,0
1970-01-01 00:01:04.750,0.043409729,0.21839584350000002,9.78425354,,1,0,0,0
1970-01-01 00:01:05.000,0.0375718689,0.2189945984,9.789792023,1005.1649480000001,1,0,0,0
1970-01-01 00:01:05.250,0.03517684937,0.22019210820000001,9.785001983999999,,1,0,0,0
1970-01-01 00:01:05.500,0.03787124634,0.22168899539999998,9.779912567,,1,0,0,0
1970-01-01 00:01:05.750,0.04131408691,0.2086660767,9.773625641,,1,0,0,0
1970-01-01 00:01:06.000,0.030087432860000003,0.2121089172,9.782606964,1005.165634,1,0,0,0
1970-01-01 00:01:06.250,0.03562591553,0.21061203,9.774823151,,1,0,0,0
1970-01-01 00:01:06.500,0.045954437259999995,0.21061203,9.784403229,,1,0,0,0
1970-01-01 00:01:06.750,0.0383203125,0.206869812,9.766889648,,1,0,0,0
1970-01-01 00:01:07.000,0.038020935060000004,0.21570144649999998,9.769434357,1005.16655,1,0,0,0
1970-01-01 00:01:07.250,0.03712280273,0.2107617188,9.767338715,,1,0,0,0
1970-01-01 00:01:07.500,0.033081207280000004,0.2245330811,9.781259766,,1,0,0,0
1970-01-01 00:01:07.750,0.03457809448,0.21360580440000002,9.778265991,,1,0,0,0
1970-01-01 00:01:08.000,0.04296066284,0.2225871277,9.784103851,1005.167007,1,0,0,0
1970-01-01 00:01:08.250,0.043409729,0.21151016239999998,9.790690155,,1,0,0,0
1970-01-01 00:01:08.500,0.03622467041,0.2116598511,9.765392761000001,,1,0,0,0
1970-01-01 00:01:08.750,0.042212219239999994,0.2071691895,9.775122527999999,,1,0,0,0
1970-01-01 00:01:09.000,0.03128494263,0.226179657,9.775272217000001,1005.167007,1,0,0,0
1970-01-01 00:01:09.250,0.03847000122,0.21285736079999998,9.78305603,,1,0,0,0
1970-01-01 00:01:09.500,0.03742218018,0.22528152469999999,9.78545105,,1,0,0,0
1970-01-01 00:01:09.750,0.04565505981000001,0.230969696,9.780062256,,1,0,0,0
1970-01-01 00:01:10.000,0.03847000122,0.2082170105,9.77721817,1005.166168,1,0,0,0
1970-01-01 00:01:10.250,0.047451324460000006,0.2179467773,9.783505096,,1,0,0,0
1970-01-01 00:01:10.500,0.03457809448,0.20507354739999997,9.790390777999999,,1,0,0,0
1970-01-01 00:01:10.750,0.03891906738,0.214354248,9.777816925,,1,0,0,0
1970-01-01 00:01:11.000,0.03562591553,0.2174977112,9.780960387999999,1005.1658630000001,1,0,0,0
1970-01-01 00:01:11.250,0.03772155762,0.2130070496,9.779912567,,1,0,0,0
1970-01-01 00:01:11.500,0.04370910644999999,0.2085163879,9.770482178,,1,0,0,0
1970-01-01 00:01:11.750,0.03727249146,0.205821991,9.785151672000001,,1,0,0,0
1970-01-01 00:01:12.000,0.03697311401,0.2101629639,9.789941711,1005.166168,1,0,0,0
1970-01-01 00:01:12.250,0.04355941772,0.2074685669,9.767787781000001,,1,0,0,0
