Time,x
2.943976885E3,1.015269241E3
2.945014745E3,1.015270996E3
2.946052444E3,1.015271378E3
2.947091564E3,1.015274582E3
2.948127615E3,1.015274811E3
2.949165200E3,1.015275116E3
2.950202806E3,1.015275803E3
2.951240175E3,1.015276642E3
2.952278281E3,1.015279007E3
2.953314059E3,1.015282593E3
2.954351066E3,1.015284882E3
2.955387430E3,1.015286407E3
2.956423606E3,1.015288315E3
2.957461190E3,1.015289612E3
2.958497492E3,1.015293732E3
2.959533857E3,1.015297623E3
2.960571080E3,1.015298538E3
2.961608922E3,1.015299377E3
2.962648456E3,1.015298538E3
2.963686108E3,1.015298462E3
2.964724753E3,1.015295486E3
2.965762363E3,1.015295486E3
2.966800403E3,1.015298004E3
2.967838760E3,1.015298004E3
2.968878870E3,1.015295944E3
2.969917086E3,1.015295944E3
2.970954868E3,1.015296097E3
2.971992816E3,1.015296402E3
2.973030956E3,1.015296936E3
2.974069366E3,1.015296402E3
2.975108499E3,1.015295639E3
2.976147084E3,1.015292130E3
2.977187381E3,1.015288315E3
2.978224971E3,1.015288162E3
2.979262962E3,1.015287704E3
2.980301724E3,1.015287704E3
2.981339423E3,1.015290146E3
2.982378988E3,1.015290146E3
2.983416876E3,1.015289612E3
2.984455468E3,1.015287704E3
2.985494275E3,1.015286789E3
2.986533234E3,1.015283813E3
2.987572678E3,1.015283813E3
2.988611304E3,1.015284882E3
2.989650070E3,1.015286484E3
2.990688021E3,1.015288467E3
2.991725692E3,1.015288467E3
2.992763672E3,1.015290146E3
2.993801136E3,1.015290146E3
2.994839290E3,1.015290146E3
2.995879010E3,1.015290833E3
2.996917306E3,1.015290833E3
2.997955928E3,1.015288467E3
2.998993689E3,1.015286560E3
3.000032895E3,1.015282822E3
3.001071143E3,1.015280609E3
3.002108788E3,1.015279160E3
3.003148177E3,1.015278473E3
3.004185983E3,1.015279007E3
3.005224994E3,1.015279007E3
3.006262625E3,1.015280609E3
3.007300539E3,1.015281830E3
3.008339033E3,1.015283279E3
3.009377456E3,1.015284348E3
3.010415528E3,1.015287399E3
3.011454419E3,1.015287628E3
3.012492886E3,1.015288010E3
3.013531648E3,1.015289001E3
3.014569041E3,1.015288010E3
3.015607081E3,1.015286865E3
3.016645084E3,1.015286713E3
3.017682791E3,1.015285950E3
3.018721418E3,1.015285797E3
3.019759490E3,1.015285950E3
3.020798600E3,1.015288467E3
3.021836403E3,1.015289383E3
3.022875393E3,1.015289383E3
3.023913329E3,1.015289307E3
3.024952248E3,1.015285721E3
3.025991019E3,1.015285721E3
3.027028692E3,1.015283127E3
3.028066544E3,1.015281754E3
