Time;latitude;longitude;height;velocity;direction;horizontalAccuracy;verticalAccuracy
9.399672107E2;5.231882560E1;4.874271909E0;1.749782562E0;2.359999895E0;3.543750000E2;1.000000000E1;1.000000000E1
9.409671987E2;5.231884915E1;4.874261599E0;1.963588715E0;2.359999895E0;3.498046875E2;1.000000000E1;1.000000000E1
9.419671859E2;5.231887664E1;4.874242404E0;2.217067719E0;2.500000000E0;3.427734375E2;1.000000000E1;1.000000000E1
9.429671742E2;5.231890573E1;4.874223294E0;1.954799652E0;3.089999914E0;3.424218750E2;1.000000000E1;1.000000000E1
9.439671639E2;5.231893515E1;4.874205524E0;2.349941254E0;2.980000019E0;3.455859375E2;1.000000000E1;1.000000000E1
9.449671522E2;5.231896335E1;4.874190520E0;2.367641449E0;2.980000019E0;3.505078125E2;1.000000000E1;1.000000000E1
9.459671423E2;5.231899428E1;4.874175014E0;2.575893402E0;2.980000019E0;3.522656250E2;1.000000000E1;1.000000000E1
9.469671313E2;5.231902693E1;4.874159088E0;2.755519867E0;3.079999924E0;3.543750000E2;1.000000000E1;1.000000000E1
9.479671205E2;5.231906452E1;4.874134362E0;2.477321625E0;3.210000038E0;3.505078125E2;1.000000000E1;1.000000000E1
9.489671110E2;5.231910191E1;4.874101672E0;2.643642426E0;3.680000067E0;3.413671875E2;1.000000000E1;1.000000000E1
9.499671013E2;5.231913568E1;4.874062026E0;2.852870941E0;3.680000067E0;3.318750000E2;1.000000000E1;1.000000000E1
9.509670916E2;5.231916381E1;4.874027660E0;2.660610199E0;3.640000105E0;3.283593750E2;1.000000000E1;1.000000000E1
9.519670812E2;5.231918593E1;4.874002934E0;2.375820160E0;2.829999924E0;3.290625000E2;1.000000000E1;1.000000000E1
9.529670730E2;5.231921116E1;4.873983487E0;2.455226898E0;2.829999924E0;3.343359375E2;1.000000000E1;1.000000000E1
9.539670634E2;5.231924046E1;4.873981560E0;2.615322113E0;2.720000029E0;3.452343750E2;1.000000000E1;1.000000000E1
9.549670542E2;5.231927302E1;4.873981811E0;2.489711761E0;3.380000114E0;3.501562500E2;1.000000000E1;1.000000000E1
9.559670457E2;5.231930768E1;4.873997066E0;2.626857758E0;3.059999943E0;2.109375000E0;1.000000000E1;1.000000000E1
9.569670370E2;5.231933362E1;4.874015087E0;2.522304535E0;3.059999943E0;5.625000000E0;1.000000000E1;1.000000000E1
9.579670284E2;5.231936682E1;4.874041658E0;2.161464691E0;3.059999943E0;1.582031250E1;1.000000000E1;1.000000000E1
9.589670191E2;5.231939917E1;4.874074264E0;2.176845551E0;2.829999924E0;2.039062500E1;1.000000000E1;1.000000000E1
9.599670110E2;5.231943127E1;4.874108713E0;2.146633148E0;3.410000086E0;2.179687500E1;1.000000000E1;1.000000000E1
9.609670030E2;5.231946262E1;4.874131596E0;2.096767426E0;3.220000029E0;1.828125000E1;1.000000000E1;1.000000000E1
9.619669945E2;5.231949083E1;4.874141570E0;2.088039398E0;3.220000029E0;7.031250000E0;1.000000000E1;1.000000000E1
9.629669864E2;5.231951798E1;4.874144420E0;2.157070160E0;3.039999962E0;0.000000000E0;1.000000000E1;1.000000000E1
9.639669788E2;5.231954619E1;4.874149701E0;2.078395844E0;3.049999952E0;7.031250000E-1;1.000000000E1;1.000000000E1
9.649669701E2;5.231957519E1;4.874156993E0;2.121486664E0;3.049999952E0;4.921875000E0;1.000000000E1;1.000000000E1
9.659669621E2;5.231960369E1;4.874162944E0;2.186794281E0;3.049999952E0;5.625000000E0;1.000000000E1;1.000000000E1
9.669669551E2;5.231962971E1;4.874152131E0;2.304347992E0;3.029999971E0;3.526171875E2;1.000000000E1;1.000000000E1
9.679669471E2;5.231965628E1;4.874128243E0;2.159267426E0;3.079999924E0;3.399609375E2;1.000000000E1;1.000000000E1
9.689669390E2;5.231967657E1;4.874094799E0;2.161891937E0;2.170000076E0;3.251953125E2;1.000000000E1;1.000000000E1
9.699669313E2;5.231969036E1;4.874050459E0;2.157314301E0;2.730000019E0;3.153515625E2;1.000000000E1;1.000000000E1
9.709669235E2;5.231970209E1;4.873996396E0;2.096584320E0;2.730000019E0;3.019921875E2;1.000000000E1;1.000000000E1
9.719669163E2;5.231971190E1;4.873942668E0;2.238063812E0;2.730000019E0;2.956640625E2;1.000000000E1;1.000000000E1
9.729669085E2;5.231971995E1;4.873886006E0;2.060756683E0;3.019999981E0;2.925000000E2;1.000000000E1;1.000000000E1
9.739669014E2;5.231972778E1;4.873820292E0;2.177211761E0;3.450000048E0;2.886328125E2;1.000000000E1;1.000000000E1
9.749668930E2;5.231973474E1;4.873756422E0;2.230251312E0;3.450000048E0;2.865234375E2;1.000000000E1;1.000000000E1
9.759668860E2;5.231973922E1;4.873694982E0;2.241909027E0;3.299999952E0;2.833593750E2;1.000000000E1;1.000000000E1
9.769668785E2;5.231974379E1;4.873635136E0;2.514308929E0;3.210000038E0;2.823046875E2;1.000000000E1;1.000000000E1
9.779668719E2;5.231974564E1;4.873578222E0;2.894069672E0;3.210000038E0;2.784375000E2;1.000000000E1;1.000000000E1
9.789668635E2;5.231974987E1;4.873524075E0;2.939052582E0;3.099999905E0;2.770312500E2;1.000000000E1;1.000000000E1
9.799668561E2;5.231976148E1;4.873474538E0;3.044155121E0;3.099999905E0;2.823046875E2;1.000000000E1;1.000000000E1
9.809668504E2;5.231977141E1;4.873421565E0;2.937648773E0;3.099999905E0;2.879296875E2;1.000000000E1;1.000000000E1
9.819668430E2;5.231977711E1;4.873362975E0;3.014247894E0;3.490000010E0;2.882812500E2;1.000000000E1;1.000000000E1
9.829668351E2;5.231978117E1;4.873304302E0;2.775234222E0;3.490000010E0;2.833593750E2;1.000000000E1;1.000000000E1
9.839668274E2;5.231977749E1;4.873251077E0;2.640712738E0;3.099999905E0;2.777343750E2;1.000000000E1;1.000000000E1
9.849668211E2;5.231977095E1;4.873206317E0;2.582729340E0;3.099999905E0;2.668359375E2;1.000000000E1;1.000000000E1
9.859668138E2;5.231975113E1;4.873164827E0;2.528224945E0;3.099999905E0;2.450390625E2;1.000000000E1;1.000000000E1
9.869668071E2;5.231972363E1;4.873130210E0;2.801235199E0;2.809999943E0;2.250000000E2;1.000000000E1;1.000000000E1
9.879667990E2;5.231969073E1;4.873104896E0;2.758998871E0;3.130000114E0;2.144531250E2;1.000000000E1;1.000000000E1
9.889667921E2;5.231965360E1;4.873093246E0;2.998867035E0;3.140000105E0;2.025000000E2;1.000000000E1;1.000000000E1
9.899667858E2;5.231961526E1;4.873091234E0;2.998378754E0;3.430000067E0;1.926562500E2;1.000000000E1;1.000000000E1
9.909667773E2;5.231957075E1;4.873095844E0;2.880397797E0;3.430000067E0;1.845703125E2;1.000000000E1;1.000000000E1
9.919667710E2;5.231952947E1;4.873105315E0;2.846035004E0;3.430000067E0;1.828125000E2;1.000000000E1;1.000000000E1
9.929667645E2;5.231948613E1;4.873119900E0;2.831203461E0;3.660000086E0;1.800000000E2;1.000000000E1;1.000000000E1
9.939667573E2;5.231944783E1;4.873132138E0;2.871730804E0;3.140000105E0;1.807031250E2;1.000000000E1;1.000000000E1
9.949667498E2;5.231941401E1;4.873144627E0;2.783657074E0;3.359999895E0;1.768359375E2;1.000000000E1;1.000000000E1
9.959667429E2;5.231938065E1;4.873158205E0;2.823085785E0;3.140000105E0;1.768359375E2;1.000000000E1;1.000000000E1
9.969667360E2;5.231934947E1;4.873166000E0;2.698085785E0;2.849999905E0;1.747265625E2;1.000000000E1;1.000000000E1
9.979667282E2;5.231931807E1;4.873176729E0;2.636562347E0;2.849999905E0;1.764843750E2;1.000000000E1;1.000000000E1
9.989667212E2;5.231928375E1;4.873186871E0;2.282253265E0;3.329999924E0;1.757812500E2;1.000000000E1;1.000000000E1
9.999667145E2;5.231924939E1;4.873188883E0;1.976467133E0;3.430000067E0;1.810546875E2;1.000000000E1;1.000000000E1
1.000966708E3;5.231921854E1;4.873188548E0;1.399440765E0;3.329999924E0;1.842187500E2;1.000000000E1;1.000000000E1
1.001966700E3;5.231919251E1;4.873187710E0;1.309902191E0;2.829999924E0;1.856250000E2;1.000000000E1;1.000000000E1
1.002966694E3;5.231916234E1;4.873193242E0;1.378810883E0;2.829999924E0;1.771875000E2;1.000000000E1;1.000000000E1
1.003966687E3;5.231912906E1;4.873204390E0;1.428920746E0;3.390000105E0;1.729687500E2;1.000000000E1;1.000000000E1
1.004966681E3;5.231909893E1;4.873217801E0;1.557643890E0;3.390000105E0;1.683984375E2;1.000000000E1;1.000000000E1
1.005966673E3;5.231907010E1;4.873229200E0;1.596401215E0;3.259999990E0;1.698046875E2;1.000000000E1;1.000000000E1
1.006966666E3;5.231903665E1;4.873239426E0;1.330776215E0;3.259999990E0;1.722656250E2;1.000000000E1;1.000000000E1
1.007966659E3;5.231900195E1;4.873247389E0;1.507472992E0;3.359999895E0;1.764843750E2;1.000000000E1;1.000000000E1
1.008966652E3;5.231897002E1;4.873252669E0;1.723476410E0;2.980000019E0;1.757812500E2;1.000000000E1;1.000000000E1
1.009966646E3;5.231893804E1;4.873258369E0;1.753688812E0;3.569999933E0;1.768359375E2;1.000000000E1;1.000000000E1
1.010966639E3;5.231890564E1;4.873263398E0;1.610561371E0;3.410000086E0;1.754296875E2;1.000000000E1;1.000000000E1
1.011966631E3;5.231887635E1;4.873266499E0;1.374599457E0;3.410000086E0;1.782421875E2;1.000000000E1;1.000000000E1
1.012966625E3;5.231884743E1;4.873268008E0;1.412746429E0;3.240000010E0;1.771875000E2;1.000000000E1;1.000000000E1
1.013966618E3;5.231881809E1;4.873271780E0;1.669704437E0;3.369999886E0;1.778906250E2;1.000000000E1;1.000000000E1
1.014966610E3;5.231878566E1;4.873269685E0;1.561855316E0;3.569999933E0;1.757812500E2;1.000000000E1;1.000000000E1
1.015966604E3;5.231875024E1;4.873263901E0;1.809658051E0;3.569999933E0;1.778906250E2;1.000000000E1;1.000000000E1
1.016966597E3;5.231871625E1;4.873253005E0;2.119899750E0;3.589999914E0;1.814062500E2;1.000000000E1;1.000000000E1
1.017966590E3;5.231868956E1;4.873243198E0;2.035488129E0;3.589999914E0;1.814062500E2;1.000000000E1;1.000000000E1
1.018966583E3;5.231865959E1;4.873231966E0;2.115688324E0;3.589999914E0;1.803515625E2;1.000000000E1;1.000000000E1
1.019966576E3;5.231862715E1;4.873224255E0;2.227931976E0;3.589999914E0;1.775390625E2;1.000000000E1;1.000000000E1
1.020966569E3;5.231859593E1;4.873222578E0;2.096096039E0;3.569999933E0;1.768359375E2;1.000000000E1;1.000000000E1
1.021966562E3;5.231856408E1;4.873221740E0;2.076992035E0;3.490000010E0;1.754296875E2;1.000000000E1;1.000000000E1
1.022966555E3;5.231853391E1;4.873222746E0;2.293178558E0;3.339999914E0;1.733203125E2;1.000000000E1;1.000000000E1
1.023966549E3;5.231850302E1;4.873231044E0;2.076625824E0;3.619999886E0;1.676953125E2;1.000000000E1;1.000000000E1
1.024966541E3;5.231847318E1;4.873241521E0;2.149806976E0;3.619999886E0;1.638281250E2;1.000000000E1;1.000000000E1
1.025966535E3;5.231845181E1;4.873270858E0;2.274501801E0;3.619999886E0;1.451953125E2;1.000000000E1;1.000000000E1
1.026966528E3;5.231843638E1;4.873311929E0;2.402736664E0;3.230000019E0;1.300781250E2;1.000000000E1;1.000000000E1
1.027966521E3;5.231842913E1;4.873356605E0;2.389614105E0;3.230000019E0;1.146093750E2;1.000000000E1;1.000000000E1
1.028966515E3;5.231843056E1;4.873403544E0;2.476711273E0;3.039999962E0;1.061718750E2;1.000000000E1;1.000000000E1
1.029966507E3;5.231843533E1;4.873453751E0;2.500270844E0;3.339999914E0;9.738281250E1;1.000000000E1;1.000000000E1
1.030966500E3;5.231844116E1;4.873510245E0;2.303188324E0;3.339999914E0;9.175781250E1;1.000000000E1;1.000000000E1
1.031966493E3;5.231844900E1;4.873573780E0;2.338039398E0;3.640000105E0;9.105468750E1;1.000000000E1;1.000000000E1
1.032966486E3;5.231845382E1;4.873636477E0;2.299953461E0;3.880000114E0;9.316406250E1;1.000000000E1;1.000000000E1
1.033966480E3;5.231845931E1;4.873695066E0;2.159145355E0;3.539999962E0;9.316406250E1;1.000000000E1;1.000000000E1
1.034966473E3;5.231846752E1;4.873750219E0;2.010280609E0;3.539999962E0;9.175781250E1;1.000000000E1;1.000000000E1
1.035966465E3;5.231847909E1;4.873811072E0;1.894741058E0;3.539999962E0;8.859375000E1;1.000000000E1;1.000000000E1
1.036966459E3;5.231849174E1;4.873865889E0;1.785427094E0;3.470000029E0;8.648437500E1;1.000000000E1;1.000000000E1
1.037966452E3;5.231850381E1;4.873908889E0;1.856227875E0;3.119999886E0;8.542968750E1;1.000000000E1;1.000000000E1
1.038966445E3;5.231851496E1;4.873946775E0;1.789882660E0;2.440000057E0;8.367187500E1;1.000000000E1;1.000000000E1
1.039966439E3;5.231852003E1;4.873992121E0;1.834255219E0;3.269999981E0;8.964843750E1;1.000000000E1;1.000000000E1
1.040966431E3;5.231852334E1;4.874048447E0;1.626186371E0;3.269999981E0;9.246093750E1;1.000000000E1;1.000000000E1
1.041966424E3;5.231852502E1;4.874103768E0;1.623073578E0;3.269999981E0;9.421875000E1;1.000000000E1;1.000000000E1
1.042966419E3;5.231852925E1;4.874155652E0;1.621974945E0;3.250000000E0;8.859375000E1;1.000000000E1;1.000000000E1
1.043966411E3;5.231853785E1;4.874207284E0;1.501918793E0;3.210000038E0;8.296875000E1;1.000000000E1;1.000000000E1
1.044966404E3;5.231854732E1;4.874252379E0;1.150661469E0;3.210000038E0;7.734375000E1;1.000000000E1;1.000000000E1
1.045966397E3;5.231856077E1;4.874306358E0;1.115505219E0;3.210000038E0;7.277343750E1;1.000000000E1;1.000000000E1
1.046966390E3;5.231857100E1;4.874354219E0;1.216640472E0;2.940000057E0;7.523437500E1;1.000000000E1;1.000000000E1
1.047966384E3;5.231857762E1;4.874389423E0;1.290004730E0;2.599999905E0;7.664062500E1;1.000000000E1;1.000000000E1
1.048966376E3;5.231858969E1;4.874412976E0;1.424648285E0;1.990000010E0;5.941406250E1;1.000000000E1;1.000000000E1
1.049966370E3;5.231860561E1;4.874423370E0;1.411586761E0;1.990000010E0;2.390625000E1;1.000000000E1;1.000000000E1
1.050966363E3;5.231862762E1;4.874420771E0;1.600490570E0;1.990000010E0;3.540234375E2;1.000000000E1;1.000000000E1
1.051966357E3;5.231865041E1;4.874409288E0;1.944484711E0;2.299999952E0;3.526171875E2;1.000000000E1;1.000000000E1
1.052966349E3;5.231866760E1;4.874389758E0;1.850246429E0;2.299999952E0;3.389062500E2;1.000000000E1;1.000000000E1
1.053966342E3;5.231868604E1;4.874368971E0;1.977748871E0;2.390000105E0;3.343359375E2;1.000000000E1;1.000000000E1
1.054966335E3;5.231870946E1;4.874341227E0;1.809902191E0;3.339999914E0;3.294140625E2;1.000000000E1;1.000000000E1
1.055966329E3;5.231873474E1;4.874317758E0;1.950832367E0;2.740000010E0;3.389062500E2;1.000000000E1;1.000000000E1
1.056966322E3;5.231876235E1;4.874300910E0;1.965785980E0;2.980000019E0;3.406640625E2;1.000000000E1;1.000000000E1
1.057966315E3;5.231879094E1;4.874287667E0;2.218715668E0;2.980000019E0;3.459375000E2;1.000000000E1;1.000000000E1
1.058966308E3;5.231882199E1;4.874274675E0;2.111904144E0;3.539999962E0;3.480468750E2;1.000000000E1;1.000000000E1
1.059966302E3;5.231885254E1;4.874263443E0;1.862758636E0;3.539999962E0;3.505078125E2;1.000000000E1;1.000000000E1
1.060966294E3;5.231888712E1;4.874251876E0;1.458095551E0;3.539999962E0;3.491015625E2;1.000000000E1;1.000000000E1
1.061966287E3;5.231891801E1;4.874232933E0;1.393947601E0;3.660000086E0;3.445312500E2;1.000000000E1;1.000000000E1
1.062966281E3;5.231894659E1;4.874211978E0;1.400112152E0;3.660000086E0;3.410156250E2;1.000000000E1;1.000000000E1
1.063966273E3;5.231897773E1;4.874187084E0;1.134365082E0;3.529999971E0;3.392578125E2;1.000000000E1;1.000000000E1
1.064966267E3;5.231900824E1;4.874161854E0;1.179836273E0;3.529999971E0;3.424218750E2;1.000000000E1;1.000000000E1
1.065966259E3;5.231903925E1;4.874145174E0;1.360012054E0;3.529999971E0;3.498046875E2;1.000000000E1;1.000000000E1
1.066966253E3;5.231907089E1;4.874139056E0;1.703029633E0;3.529999971E0;0.000000000E0;1.000000000E1;1.000000000E1
1.067966246E3;5.231910065E1;4.874123381E0;1.882900238E0;3.529999971E0;3.575390625E2;1.000000000E1;1.000000000E1
1.068966239E3;5.231913074E1;4.874102008E0;2.016567230E0;3.410000086E0;3.487500000E2;1.000000000E1;1.000000000E1
1.069966233E3;5.231915815E1;4.874080885E0;2.213039398E0;3.410000086E0;3.399609375E2;1.000000000E1;1.000000000E1
1.070966226E3;5.231918099E1;4.874062277E0;2.498134613E0;2.880000114E0;3.420703125E2;1.000000000E1;1.000000000E1
1.071966219E3;5.231920789E1;4.874057416E0;2.424282074E0;2.880000114E0;3.536718750E2;1.000000000E1;1.000000000E1
1.072966212E3;5.231923991E1;4.874052890E0;2.001247406E0;3.190000057E0;3.540234375E2;1.000000000E1;1.000000000E1
1.073966205E3;5.231926996E1;4.874039060E0;2.067836761E0;3.519999981E0;3.455859375E2;1.000000000E1;1.000000000E1
1.074966198E3;5.231929217E1;4.874012657E0;2.127895355E0;3.519999981E0;3.234375000E2;1.000000000E1;1.000000000E1
1.075966191E3;5.231930735E1;4.873979129E0;1.838893890E0;3.069999933E0;3.076171875E2;1.000000000E1;1.000000000E1
1.076966184E3;5.231931640E1;4.873931017E0;1.997219086E0;3.069999933E0;2.967187500E2;1.000000000E1;1.000000000E1
1.077966178E3;5.231932285E1;4.873879552E0;1.866909027E0;3.109999895E0;2.914453125E2;1.000000000E1;1.000000000E1
1.078966170E3;5.231932428E1;4.873823058E0;1.679592133E0;3.539999962E0;2.833593750E2;1.000000000E1;1.000000000E1
1.079966163E3;5.231932243E1;4.873763546E0;1.699367523E0;3.539999962E0;2.766796875E2;1.000000000E1;1.000000000E1
1.080966156E3;5.231931929E1;4.873708393E0;1.668788910E0;3.299999952E0;2.742187500E2;1.000000000E1;1.000000000E1
1.081966150E3;5.231931363E1;4.873655504E0;1.615444183E0;3.190000057E0;2.700000000E2;1.000000000E1;1.000000000E1
1.082966143E3;5.231930441E1;4.873597836E0;1.631130219E0;3.190000057E0;2.633203125E2;1.000000000E1;1.000000000E1
1.083966136E3;5.231929561E1;4.873542599E0;1.306179047E0;3.529999971E0;2.569921875E2;1.000000000E1;1.000000000E1
1.084966130E3;5.231928492E1;4.873491554E0;1.214321136E0;3.529999971E0;2.538281250E2;1.000000000E1;1.000000000E1
1.085966123E3;5.231927290E1;4.873444028E0;1.067775726E0;3.450000048E0;2.517187500E2;1.000000000E1;1.000000000E1
1.086966116E3;5.231925886E1;4.873401364E0;1.201625824E0;3.200000048E0;2.478515625E2;1.000000000E1;1.000000000E1
1.087966109E3;5.231924997E1;4.873365490E0;1.143825531E0;2.829999924E0;2.471484375E2;1.000000000E1;1.000000000E1
1.088966102E3;5.231923866E1;4.873323999E0;1.159084320E0;3.410000086E0;2.446875000E2;1.000000000E1;1.000000000E1
1.089966094E3;5.231922235E1;4.873283431E0;1.373012543E0;3.430000067E0;2.369531250E2;1.000000000E1;1.000000000E1
1.090966088E3;5.231919842E1;4.873246299E0;1.622890472E0;3.430000067E0;2.257031250E2;1.000000000E1;1.000000000E1
1.091966081E3;5.231917152E1;4.873216208E0;1.638942719E0;3.450000048E0;2.176171875E2;1.000000000E1;1.000000000E1
1.092966074E3;5.231914226E1;4.873187039E0;1.557338715E0;3.569999933E0;2.158593750E2;1.000000000E1;1.000000000E1
1.093966067E3;5.231911322E1;4.873179076E0;1.678310394E0;3.170000076E0;2.053125000E2;1.000000000E1;1.000000000E1
1.094966061E3;5.231908179E1;4.873173879E0;1.868923187E0;3.400000095E0;1.989843750E2;1.000000000E1;1.000000000E1
1.095966053E3;5.231904747E1;4.873173377E0;2.052822113E0;3.400000095E0;1.919531250E2;1.000000000E1;1.000000000E1
1.096966047E3;5.231901767E1;4.873179747E0;1.854091644E0;3.400000095E0;1.947656250E2;1.000000000E1;1.000000000E1
1.097966040E3;5.231899244E1;4.873185363E0;1.961452484E0;3.339999914E0;1.891406250E2;1.000000000E1;1.000000000E1
1.098966033E3;5.231896251E1;4.873190308E0;1.687709808E0;3.509999990E0;1.856250000E2;1.000000000E1;1.000000000E1
1.099966026E3;5.231893096E1;4.873198019E0;1.833583832E0;3.509999990E0;1.807031250E2;1.000000000E1;1.000000000E1
1.100966020E3;5.231890087E1;4.873208664E0;1.906154633E0;3.410000086E0;1.789453125E2;1.000000000E1;1.000000000E1
1.101966012E3;5.231887153E1;4.873218555E0;1.995021820E0;3.339999914E0;1.747265625E2;1.000000000E1;1.000000000E1
1.102966006E3;5.231884278E1;4.873227188E0;2.003200531E0;3.339999914E0;1.750781250E2;1.000000000E1;1.000000000E1
1.103965999E3;5.231881579E1;4.873232804E0;1.920864105E0;3.019999981E0;1.754296875E2;1.000000000E1;1.000000000E1
1.104965992E3;5.231878792E1;4.873239258E0;1.892360687E0;3.269999981E0;1.747265625E2;1.000000000E1;1.000000000E1
1.105965985E3;5.231875879E1;4.873240264E0;1.804409027E0;3.059999943E0;1.754296875E2;1.000000000E1;1.000000000E1
1.106965978E3;5.231873369E1;4.873238923E0;1.650234222E0;3.059999943E0;1.705078125E2;1.000000000E1;1.000000000E1
1.107965971E3;5.231870896E1;4.873241773E0;1.718227386E0;3.059999943E0;1.676953125E2;1.000000000E1;1.000000000E1
1.108965966E3;5.231868604E1;4.873244371E0;1.631557465E0;2.230000019E0;1.691015625E2;1.000000000E1;1.000000000E1
1.109965958E3;5.231867682E1;4.873245545E0;1.816860199E0;2.230000019E0;1.258593750E2;1.000000000E1;1.000000000E1
1.110965950E3;5.231868025E1;4.873246299E0;1.733242035E0;6.499999762E-1;5.097656250E1;1.000000000E1;1.000000000E1
1.111965944E3;5.231867895E1;4.873253256E0;1.786647797E0;6.499999762E-1;1.241015625E2;1.000000000E1;1.000000000E1
1.112965938E3;5.231867686E1;4.873266667E0;1.605800629E0;1.100000024E0;1.304296875E2;1.000000000E1;1.000000000E1
1.113965931E3;5.231867070E1;4.873281671E0;1.462245941E0;1.399999976E0;1.307812500E2;1.000000000E1;1.000000000E1
1.114965924E3;5.231866429E1;4.873292735E0;1.361782074E0;1.399999976E0;1.371093750E2;1.000000000E1;1.000000000E1
1.115965916E3;5.231865653E1;4.873299692E0;1.352870941E0;1.200000048E0;1.585546875E2;1.000000000E1;1.000000000E1
1.116965909E3;5.231864953E1;4.873306230E0;1.614772797E0;1.200000048E0;1.258593750E2;1.000000000E1;1.000000000E1
1.117965903E3;5.231864329E1;4.873313522E0;1.588283539E0;1.169999957E0;1.304296875E2;1.000000000E1;1.000000000E1
1.118965896E3;5.231863910E1;4.873315450E0;1.328823090E0;5.199999809E-1;2.105859375E2;1.000000000E1;1.000000000E1
1.119965889E3;5.231863637E1;4.873315450E0;1.128932953E0;5.199999809E-1;1.666406250E2;1.000000000E1;1.000000000E1
1.120965883E3;5.231863604E1;4.873312265E0;8.889427185E-1;1.899999976E-1;3.062109375E2;1.000000000E1;1.000000000E1
1.121965876E3;5.231863834E1;4.873305978E0;9.046287537E-1;3.499999940E-1;3.364453125E2;1.000000000E1;1.000000000E1
1.122965869E3;5.231864191E1;4.873300111E0;7.352561951E-1;2.500000000E-1;3.406640625E2;1.000000000E1;1.000000000E1
1.123965862E3;5.231864191E1;4.873300111E0;6.952171326E-1;0.000000000E0;2.707031250E1;1.000000000E1;1.000000000E1
1.124965855E3;5.231864702E1;4.873290723E0;9.811058044E-1;4.399999976E-1;3.033984375E2;1.000000000E1;1.000000000E1
1.125965848E3;5.231864702E1;4.873290723E0;1.285915375E0;0.000000000E0;2.963671875E2;1.000000000E1;1.000000000E1
1.126965841E3;5.231864702E1;4.873290723E0;1.412014008E0;0.000000000E0;1.258593750E2;1.000000000E1;1.000000000E1
1.127965835E3;5.231864702E1;4.873290723E0;1.312343597E0;0.000000000E0;3.216796875E2;1.000000000E1;1.000000000E1
1.128965827E3;5.231864702E1;4.873290723E0;1.260829926E0;0.000000000E0;2.141015625E2;1.000000000E1;1.000000000E1
1.129965820E3;5.231864702E1;4.873290723E0;1.199001312E0;0.000000000E0;3.041015625E2;1.000000000E1;1.000000000E1
1.130965814E3;5.231864702E1;4.873290723E0;1.108303070E0;0.000000000E0;1.842187500E2;1.000000000E1;1.000000000E1
1.131965806E3;5.231864702E1;4.873290723E0;9.527854919E-1;0.000000000E0;5.238281250E1;1.000000000E1;1.000000000E1
1.132965799E3;5.231864702E1;4.873290723E0;8.779563904E-1;0.000000000E0;1.849218750E2;1.000000000E1;1.000000000E1
1.133965793E3;5.231864702E1;4.873290723E0;8.355369568E-1;0.000000000E0;2.636718750E1;1.000000000E1;1.000000000E1
1.134965786E3;5.231864702E1;4.873290723E0;9.786643982E-1;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.135965779E3;5.231864702E1;4.873290723E0;1.075710297E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.136965773E3;5.231864702E1;4.873290723E0;1.053371429E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.137965766E3;5.231864702E1;4.873290723E0;1.196315765E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.138965759E3;5.231864702E1;4.873290723E0;1.211086273E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.139965752E3;5.231864702E1;4.873290723E0;1.226039886E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.140965744E3;5.231864702E1;4.873290723E0;1.432399750E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.141965738E3;5.231864702E1;4.873290723E0;1.641811371E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.142965731E3;5.231864702E1;4.873290723E0;1.791469574E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.143965724E3;5.231864702E1;4.873290723E0;1.794338226E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.144965717E3;5.231864702E1;4.873290723E0;1.966030121E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.145965711E3;5.231864702E1;4.873290723E0;1.973232269E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.146965704E3;5.231864702E1;4.873290723E0;1.686977386E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.147965696E3;5.231864702E1;4.873290723E0;1.391506195E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.148965689E3;5.231864702E1;4.873290723E0;1.137783051E0;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.149965683E3;5.231864702E1;4.873290723E0;9.812889099E-1;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.150965676E3;5.231864702E1;4.873290723E0;8.891258240E-1;0.000000000E0;1.894921875E2;1.000000000E1;1.000000000E1
1.151965670E3;5.231864702E1;4.873290723E0;8.073997498E-1;0.000000000E0;2.854687500E2;1.000000000E1;1.000000000E1
1.152965663E3;5.231864702E1;4.873290723E0;8.318748474E-1;0.000000000E0;2.478515625E2;1.000000000E1;1.000000000E1
1.153965655E3;5.231864702E1;4.873290723E0;8.431663513E-1;0.000000000E0;1.916015625E2;1.000000000E1;1.000000000E1
1.154965649E3;5.231864702E1;4.873290723E0;8.478660583E-1;0.000000000E0;-1.000000000E0;1.000000000E1;1.000000000E1
1.155965642E3;5.231864702E1;4.873290723E0;9.236717224E-1;0.000000000E0;-1.000000000E0;1.000000000E1;1.000000000E1
