Time;x;y;z
9.793570462E1;4.167034607E0;-1.021999741E1;1.900447998E0
9.833905562E1;4.573738861E0;-9.360185394E0;1.334774323E0
9.874243662E1;1.595083008E0;-6.300248566E0;7.231462097E-1
9.914581542E1;8.544232178E-1;-8.375532990E0;3.125201111E0
9.954919742E1;3.528761902E0;-1.225067459E1;7.457492065E-1
9.995254325E1;5.623505859E0;-1.212748077E1;1.227597198E0
1.003559242E2;3.974235535E0;-8.502319336E0;1.203048248E0
1.007593052E2;1.940414886E0;-5.973029022E0;5.950126648E-1
1.011626840E2;1.877545624E0;-1.050515442E1;2.457290039E0
1.015660960E2;3.185825043E0;-1.170490952E1;1.249900818E-1
1.019694520E2;1.193767548E0;-1.028556107E1;8.532257080E-2
1.023728330E2;2.522254944E0;-8.188721466E0;1.266216888E0
1.027761540E2;5.818400574E-1;-5.051844635E0;-5.022056580E-1
1.031794964E2;8.159532166E-1;-8.174650726E0;1.924547882E0
1.035828784E2;2.514171753E0;-8.964707794E0;8.068222046E-2
1.039862424E2;2.644550629E0;-1.067864365E1;4.614903259E-1
1.043896234E2;3.118016052E0;-9.182953949E0;8.767268372E-1
1.047929434E2;1.515149231E0;-6.362668762E0;4.978646851E-1
1.051963207E2;5.226231995E0;-6.823260956E0;2.174677734E0
1.055997017E2;6.013295288E0;-1.041564056E1;9.509724426E-1
1.060030699E2;4.774770813E0;-1.228869553E1;1.816921692E0
1.064064209E2;4.663252716E0;-8.994495850E0;1.379231873E0
1.068098019E2;2.205214233E0;-6.618636475E0;-2.604583740E-1
1.072131885E2;2.042951660E0;-6.218368835E0;1.374142456E0
1.076165695E2;2.985691223E0;-1.266201920E1;-1.008901978E-1
1.080199400E2;1.877246246E0;-1.096065720E1;3.215613098E0
1.084233510E2;3.719914398E0;-1.154070099E1;2.182760925E0
1.088267940E2;2.179018707E0;-9.932894440E0;1.178050232E-1
1.092301739E2;2.424508209E0;-5.937852173E0;4.665797424E-1
1.096335249E2;1.104553070E0;-6.122268677E0;1.881736908E0
1.100368636E2;1.962419128E0;-1.018302429E1;2.523602142E0
1.104402146E2;3.334166565E0;-1.259840149E1;9.551637268E-1
1.108435788E2;3.070415039E0;-1.081007034E1;1.506018219E0
1.112469608E2;3.789669342E0;-9.293424225E0;8.729846191E-1
1.116503728E2;1.431024170E0;-5.452411652E0;6.520440674E-1
1.120537374E2;1.192719727E0;-6.680607605E0;2.090852051E0
1.124571184E2;3.405119019E0;-1.317799622E1;6.071374512E-1
1.128605016E2;5.026397552E0;-1.095167587E1;2.721191254E0
1.132638826E2;4.104165344E0;-1.055365356E1;2.384691010E0
1.136672636E2;1.628762970E0;-7.549101563E0;2.712359619E-1
1.140706235E2;1.360670471E0;-5.784421234E0;1.238225098E0
1.144739745E2;1.969005432E0;-1.182645676E1;7.887098694E-1
1.148773697E2;4.007466431E0;-8.408165131E0;3.860771484E0
1.152807817E2;2.609673157E0;-1.119701569E1;1.388961639E0
1.156841627E2;2.746788025E0;-9.430838470E0;1.769320679E-1
1.160874949E2;1.874551849E0;-7.451803894E0;1.498234406E0
1.164908759E2;1.990410919E0;-6.765930176E0;1.513652344E0
1.168942150E2;4.931195526E0;-9.831405487E0;2.067500610E0
1.172975960E2;3.636088715E0;-1.327978455E1;2.532733154E-1
1.177009780E2;3.564088440E0;-1.018287460E1;1.131197662E0
1.181043810E2;1.706900482E0;-1.034199371E1;2.639461212E0
1.185077630E2;1.427880707E0;-5.669160919E0;9.809101868E-1
1.189111080E2;1.621278534E0;-8.256081390E0;2.447560272E0
1.193144900E2;2.925666046E0;-1.223271194E1;7.322772217E-1
1.197178410E2;5.208269348E0;-1.125823837E1;1.805844727E0
1.201211700E2;3.311413879E0;-1.034902908E1;2.527793427E0
1.205245210E2;1.374591522E0;-7.552993469E0;1.689985657E-1
1.209278672E2;1.823807373E0;-5.940995636E0;1.331481171E0
1.213312482E2;2.833607483E0;-1.253044281E1;1.725910950E-1
1.217346302E2;5.697302399E0;-1.153156998E1;1.497036896E0
1.221380542E2;4.428391113E0;-1.006941055E1;1.441951447E0
1.225413742E2;1.037342834E0;-7.809410248E0;-8.484356689E-1
1.229447340E2;1.875000916E0;-5.225633240E0;5.138813782E-1
1.233481160E2;2.206561432E0;-1.185938828E1;6.487509155E-1
1.237514970E2;4.664749603E0;-7.810158691E0;3.922293549E0
1.241548689E2;2.910397797E0;-1.120764359E1;9.075627136E-1
1.245582809E2;3.302432556E0;-9.182504883E0;-3.297642517E-1
1.249616692E2;1.417252808E0;-8.133935394E0;1.063837738E0
1.253650202E2;6.725514221E-1;-7.089856567E0;1.789378967E0
1.257684022E2;5.692063293E0;-1.018901184E1;1.850751343E0
1.261717686E2;2.725831604E0;-1.340761871E1;4.945715332E-1
1.265751196E2;4.047732697E0;-9.526190186E0;1.088835754E0
1.269784843E2;1.924847260E0;-1.015039215E1;1.953138428E0
1.273818353E2;1.747615814E0;-5.864504700E0;9.964778137E-1
1.277851853E2;3.596121826E0;-7.518565063E0;2.088307343E0
1.281885095E2;3.017425232E0;-1.135164413E1;3.873944092E-1
1.285918915E2;5.560187531E0;-1.088147186E1;1.606309662E0
1.289952210E2;3.570075989E0;-1.068942123E1;1.528172150E0
1.293985720E2;8.803193665E-1;-8.025261383E0;3.929328918E-1
1.298019530E2;1.405427399E0;-4.885241089E0;1.682950287E0
1.302053540E2;2.669548645E0;-1.191222839E1;1.244961090E0
1.306087660E2;5.231620789E0;-9.551637268E0;3.249442749E0
1.310121703E2;3.818259888E0;-9.682614899E0;1.186283112E0
1.314155513E2;2.468965759E0;-8.812923431E0;1.441502380E-1
1.318189323E2;1.341061249E0;-6.931934967E0;1.748064880E0
1.322222964E2;1.243015137E0;-8.093968506E0;1.735041962E0
1.326256774E2;5.206473083E0;-9.670490112E0;2.492616577E0
1.330290390E2;2.919229431E0;-1.201940552E1;1.137634277E0
1.334323900E2;3.813320160E0;-9.238039398E0;4.710704041E-1
1.338357710E2;1.613195343E0;-8.499325562E0;1.417252808E0
1.342391628E2;4.802014160E-1;-5.710624695E0;1.723815308E0
1.346425448E2;3.341800690E0;-8.586145020E0;2.425705719E0
1.350459235E2;2.647095337E0;-1.201626205E1;2.722837830E-1
1.354493355E2;4.391118622E0;-1.034349060E1;1.557211761E0
1.358527475E2;2.241588593E0;-1.016311569E1;2.289638672E0
1.362561417E2;1.479822693E0;-6.116580505E0;7.306306458E-1
1.366595228E2;2.724334717E0;-6.627617798E0;1.837728424E0
1.370628683E2;3.526516571E0;-1.276979507E1;-7.120692444E-1
1.374662193E2;5.074597321E0;-1.088207062E1;1.749112701E0
1.378696427E2;4.624782715E0;-1.109088638E1;1.519190826E0
1.382730238E2;1.302591248E0;-7.294481049E0;-1.582209778E-1
1.386764357E2;8.551716614E-1;-4.579876099E0;6.451583862E-2
1.390797703E2;1.055155792E0;-1.313638275E1;1.185983734E0
1.394831813E2;5.131778412E0;-8.162525940E0;3.518433380E0
1.398865278E2;4.599485321E0;-9.975555725E0;8.271798706E-1
1.402899098E2;2.867886200E0;-7.883206787E0;1.423539734E-1
1.406932598E2;1.917213135E0;-7.237449646E0;1.567240906E0
1.410966516E2;-5.010081482E-1;-9.920320587E0;2.086361389E0
1.415000026E2;5.846242676E0;-9.500443726E0;2.941233673E0
1.419033717E2;3.397784271E0;-1.206535995E1;7.165599060E-1
1.423067527E2;4.041894836E0;-9.860744476E0;6.610253906E-1
1.427101037E2;1.695524139E0;-9.778565369E0;1.450184326E0
1.431134345E2;8.773255920E-1;-5.517376556E0;1.510957947E0
1.435168155E2;3.082090759E0;-8.009843445E0;2.042652283E0
1.439202002E2;2.919977875E0;-1.174757080E1;-1.571731567E-1
1.443235812E2;4.494403839E0;-1.069645660E1;1.729204102E0
1.447269012E2;3.694916382E0;-1.166539169E1;2.666554871E0
1.451303199E2;1.769320679E0;-7.497159576E0;2.047741699E-1
1.455337019E2;2.008223877E0;-5.554050293E0;4.969665527E-1
1.459370692E2;1.213376770E0;-1.166838547E1;1.069525909E0
